date,location,vectorid,price,product,unit_quantity,unit,category
2000-06-01,Canada,v735190,2.57,Celery,1.0,kilogram,Veg_Fruits
2000-06-01,Canada,v735191,5.81,Mushrooms,1.0,kilogram,Veg_Fruits
2000-06-01,Canada,v735192,1.04,Onions,1.0,kilogram,Veg_Fruits
2000-06-01,Canada,v735193,4.2,Potatoes,4.54,kilograms,Veg_Fruits
2000-06-01,Canada,v735194,1.62,"French fried potatoes, frozen",1.0,kilogram,Frozen
2000-06-01,Canada,v735195,0.79,"Baked beans, canned",398.0,millilitres,Plant_based
2000-06-01,Canada,v735196,1.22,"Tomatoes, canned",796.0,millilitres,Veg_Fruits
2000-06-01,Canada,v735197,1.52,Tomato juice,1.36,litres,Beverages
2000-06-01,Canada,v735199,2.49,Ketchup,1.0,litre,Other_foods
2000-06-01,Canada,v735200,2.36,"Sugar, white",2.0,kilograms,Other_foods
2000-06-01,Canada,v735201,3.4,"Coffee, roasted",300.0,grams,Beverages
2000-06-01,Canada,v735202,4.76,"Coffee, instant",200.0,grams,Beverages
2000-06-01,Canada,v735203,3.36,Tea ,72.0,bags,Beverages
2000-06-01,Canada,v735204,3.05,Cooking or salad oil,1.0,litre,Oils
2000-06-01,Canada,v735205,0.76,"Soup, canned",284.0,millilitres,Other_foods
2000-06-01,Canada,v735207,2.55,Peanut butter,500.0,grams,Other_foods
2000-06-01,Canada,v735208,1.32,Fruit flavoured crystals,2.25,litres,Beverages
2000-06-01,Canada,v735210,1.24,"Soft drinks, cola type",2.0,litres,Beverages
2000-06-01,Canada,v735211,1.31,"Soft drinks, lemon-lime type",2.0,litres,Beverages
2000-07-01,Canada,v735165,9.75,Round steak,1.0,kilogram,Protein
2000-07-01,Canada,v735176,12.27,Sirloin steak,1.0,kilogram,Protein
2000-07-01,Canada,v735187,16.05,Prime rib roast,1.0,kilogram,Protein
2000-07-01,Canada,v735198,6.65,Blade roast,1.0,kilogram,Protein
2000-07-01,Canada,v735209,7.34,Stewing beef,1.0,kilogram,Protein
2000-07-01,Canada,v735220,4.44,Ground beef,1.0,kilogram,Protein
2000-07-01,Canada,v735221,9.25,Pork chops,1.0,kilogram,Protein
2000-07-01,Canada,v735222,5.86,Butt roast,1.0,kilogram,Others
2000-07-01,Canada,v735223,4.44,Chicken,1.0,kilogram,Protein
2000-07-01,Canada,v735166,4.28,Bacon,500.0,grams,Protein
2000-07-01,Canada,v735167,2.27,Wieners,450.0,grams,Protein
2000-07-01,Canada,v735168,4.24,Canned salmon,213.0,grams,Protein
2000-07-01,Canada,v735169,1.49,Homogenized milk,1.0,litre,Beverages
2000-07-01,Canada,v735170,1.46,Partly skimmed milk,1.0,litre,Beverages
2000-07-01,Canada,v735171,3.09,Butter,454.0,grams,Dairy
2000-07-01,Canada,v735172,2.49,Processed cheese slices,250.0,grams,Dairy
2000-07-01,Canada,v735173,1.1,Evaporated milk,385.0,millilitres,Beverages
2000-07-01,Canada,v735174,1.87,Eggs,1.0,dozen,Protein
2000-07-01,Canada,v735175,1.37,Bread,675.0,grams,Grains
2000-07-01,Canada,v735177,1.87,Soda crackers,450.0,grams,Grains
2000-07-01,Canada,v735178,0.94,Macaroni,500.0,grams,Grains
2000-07-01,Canada,v735179,3.43,Flour,2.5,kilograms,Grains
2000-07-01,Canada,v735180,3.43,Corn flakes,675.0,grams,Grains
2000-07-01,Canada,v735181,2.67,Apples,1.0,kilogram,Veg_Fruits
2000-07-01,Canada,v735182,1.24,Bananas,1.0,kilogram,Veg_Fruits
2000-07-01,Canada,v735183,2.24,Grapefruits,1.0,kilogram,Veg_Fruits
2000-07-01,Canada,v735184,2.13,Oranges,1.0,kilogram,Veg_Fruits
2000-07-01,Canada,v735185,1.52,Apple juice,1.36,litres,Beverages
2000-07-01,Canada,v735186,2.97,Orange juice,1.0,litre,Beverages
2000-07-01,Canada,v735188,1.13,Cabbage,1.0,kilogram,Veg_Fruits
2000-07-01,Canada,v735189,1.61,Carrots,1.0,kilogram,Veg_Fruits
2000-07-01,Canada,v735190,2.54,Celery,1.0,kilogram,Veg_Fruits
2000-07-01,Canada,v735191,5.87,Mushrooms,1.0,kilogram,Veg_Fruits
2000-07-01,Canada,v735192,1.26,Onions,1.0,kilogram,Veg_Fruits
2000-07-01,Canada,v735193,4.89,Potatoes,4.54,kilograms,Veg_Fruits
2000-07-01,Canada,v735194,1.68,"French fried potatoes, frozen",1.0,kilogram,Frozen
2000-07-01,Canada,v735195,0.79,"Baked beans, canned",398.0,millilitres,Plant_based
2000-07-01,Canada,v735196,1.26,"Tomatoes, canned",796.0,millilitres,Veg_Fruits
2000-07-01,Canada,v735197,1.53,Tomato juice,1.36,litres,Beverages
2000-07-01,Canada,v735199,2.47,Ketchup,1.0,litre,Other_foods
2000-07-01,Canada,v735200,2.36,"Sugar, white",2.0,kilograms,Other_foods
2000-07-01,Canada,v735201,3.38,"Coffee, roasted",300.0,grams,Beverages
2000-07-01,Canada,v735202,4.78,"Coffee, instant",200.0,grams,Beverages
2000-07-01,Canada,v735203,3.33,Tea ,72.0,bags,Beverages
2000-07-01,Canada,v735204,3.04,Cooking or salad oil,1.0,litre,Oils
2000-07-01,Canada,v735205,0.77,"Soup, canned",284.0,millilitres,Other_foods
2000-07-01,Canada,v735207,2.57,Peanut butter,500.0,grams,Other_foods
2000-07-01,Canada,v735208,1.3,Fruit flavoured crystals,2.25,litres,Beverages
2000-07-01,Canada,v735210,1.25,"Soft drinks, cola type",2.0,litres,Beverages
2000-07-01,Canada,v735211,1.3,"Soft drinks, lemon-lime type",2.0,litres,Beverages
2000-08-01,Canada,v735165,9.87,Round steak,1.0,kilogram,Protein
2000-08-01,Canada,v735176,12.57,Sirloin steak,1.0,kilogram,Protein
2000-08-01,Canada,v735187,15.87,Prime rib roast,1.0,kilogram,Protein
2000-08-01,Canada,v735198,6.48,Blade roast,1.0,kilogram,Protein
2000-08-01,Canada,v735209,7.24,Stewing beef,1.0,kilogram,Protein
2000-08-01,Canada,v735220,4.43,Ground beef,1.0,kilogram,Protein
2000-08-01,Canada,v735221,9.26,Pork chops,1.0,kilogram,Protein
2000-08-01,Canada,v735222,5.86,Butt roast,1.0,kilogram,Others
2000-08-01,Canada,v735223,4.47,Chicken,1.0,kilogram,Protein
2000-08-01,Canada,v735166,4.3,Bacon,500.0,grams,Protein
2000-08-01,Canada,v735167,2.3,Wieners,450.0,grams,Protein
2000-08-01,Canada,v735168,4.27,Canned salmon,213.0,grams,Protein
2000-08-01,Canada,v735169,1.5,Homogenized milk,1.0,litre,Beverages
2000-08-01,Canada,v735170,1.46,Partly skimmed milk,1.0,litre,Beverages
2000-08-01,Canada,v735171,3.05,Butter,454.0,grams,Dairy
2000-08-01,Canada,v735172,2.45,Processed cheese slices,250.0,grams,Dairy
2000-08-01,Canada,v735173,1.11,Evaporated milk,385.0,millilitres,Beverages
2000-08-01,Canada,v735174,1.87,Eggs,1.0,dozen,Protein
2000-08-01,Canada,v735175,1.39,Bread,675.0,grams,Grains
2000-08-01,Canada,v735177,1.84,Soda crackers,450.0,grams,Grains
2000-08-01,Canada,v735178,0.97,Macaroni,500.0,grams,Grains
2000-08-01,Canada,v735179,3.45,Flour,2.5,kilograms,Grains
2000-08-01,Canada,v735180,3.34,Corn flakes,675.0,grams,Grains
2000-08-01,Canada,v735181,2.77,Apples,1.0,kilogram,Veg_Fruits
2000-08-01,Canada,v735182,1.22,Bananas,1.0,kilogram,Veg_Fruits
2000-08-01,Canada,v735183,2.31,Grapefruits,1.0,kilogram,Veg_Fruits
2000-08-01,Canada,v735184,2.14,Oranges,1.0,kilogram,Veg_Fruits
2000-08-01,Canada,v735185,1.54,Apple juice,1.36,litres,Beverages
2000-08-01,Canada,v735186,3.04,Orange juice,1.0,litre,Beverages
2000-08-01,Canada,v735188,0.9,Cabbage,1.0,kilogram,Veg_Fruits
2000-08-01,Canada,v735189,1.46,Carrots,1.0,kilogram,Veg_Fruits
2000-08-01,Canada,v735190,2.68,Celery,1.0,kilogram,Veg_Fruits
2000-08-01,Canada,v735191,5.74,Mushrooms,1.0,kilogram,Veg_Fruits
2000-08-01,Canada,v735192,1.42,Onions,1.0,kilogram,Veg_Fruits
2000-08-01,Canada,v735193,4.75,Potatoes,4.54,kilograms,Veg_Fruits
2000-08-01,Canada,v735194,1.61,"French fried potatoes, frozen",1.0,kilogram,Frozen
2000-08-01,Canada,v735195,0.8,"Baked beans, canned",398.0,millilitres,Plant_based
2000-08-01,Canada,v735196,1.26,"Tomatoes, canned",796.0,millilitres,Veg_Fruits
2000-08-01,Canada,v735197,1.53,Tomato juice,1.36,litres,Beverages
2000-08-01,Canada,v735199,2.44,Ketchup,1.0,litre,Other_foods
2000-08-01,Canada,v735200,2.4,"Sugar, white",2.0,kilograms,Other_foods
2000-08-01,Canada,v735201,3.38,"Coffee, roasted",300.0,grams,Beverages
2000-08-01,Canada,v735202,4.74,"Coffee, instant",200.0,grams,Beverages
2000-08-01,Canada,v735203,3.35,Tea ,72.0,bags,Beverages
2000-08-01,Canada,v735204,3.06,Cooking or salad oil,1.0,litre,Oils
2000-08-01,Canada,v735205,0.75,"Soup, canned",284.0,millilitres,Other_foods
2000-08-01,Canada,v735207,2.61,Peanut butter,500.0,grams,Other_foods
2000-08-01,Canada,v735208,1.26,Fruit flavoured crystals,2.25,litres,Beverages
2000-08-01,Canada,v735210,1.25,"Soft drinks, cola type",2.0,litres,Beverages
2000-08-01,Canada,v735211,1.28,"Soft drinks, lemon-lime type",2.0,litres,Beverages
2000-09-01,Canada,v735165,9.7,Round steak,1.0,kilogram,Protein
2000-09-01,Canada,v735176,12.8,Sirloin steak,1.0,kilogram,Protein
2000-09-01,Canada,v735187,16.22,Prime rib roast,1.0,kilogram,Protein
2000-09-01,Canada,v735198,6.6,Blade roast,1.0,kilogram,Protein
2000-09-01,Canada,v735209,7.17,Stewing beef,1.0,kilogram,Protein
2000-09-01,Canada,v735220,4.45,Ground beef,1.0,kilogram,Protein
2000-09-01,Canada,v735221,9.19,Pork chops,1.0,kilogram,Protein
2000-09-01,Canada,v735222,5.87,Butt roast,1.0,kilogram,Others
2000-09-01,Canada,v735223,4.36,Chicken,1.0,kilogram,Protein
2000-09-01,Canada,v735166,4.3,Bacon,500.0,grams,Protein
2000-09-01,Canada,v735167,2.34,Wieners,450.0,grams,Protein
2000-09-01,Canada,v735168,4.24,Canned salmon,213.0,grams,Protein
2000-09-01,Canada,v735169,1.49,Homogenized milk,1.0,litre,Beverages
2000-09-01,Canada,v735170,1.46,Partly skimmed milk,1.0,litre,Beverages
2000-09-01,Canada,v735171,3.1,Butter,454.0,grams,Dairy
2000-09-01,Canada,v735172,2.47,Processed cheese slices,250.0,grams,Dairy
2000-09-01,Canada,v735173,1.1,Evaporated milk,385.0,millilitres,Beverages
2000-09-01,Canada,v735174,1.89,Eggs,1.0,dozen,Protein
2000-09-01,Canada,v735175,1.35,Bread,675.0,grams,Grains
2000-09-01,Canada,v735177,1.87,Soda crackers,450.0,grams,Grains
2000-09-01,Canada,v735178,0.98,Macaroni,500.0,grams,Grains
2000-09-01,Canada,v735179,3.38,Flour,2.5,kilograms,Grains
2000-09-01,Canada,v735180,3.32,Corn flakes,675.0,grams,Grains
2000-09-01,Canada,v735181,2.71,Apples,1.0,kilogram,Veg_Fruits
2000-09-01,Canada,v735182,1.17,Bananas,1.0,kilogram,Veg_Fruits
2000-09-01,Canada,v735183,2.11,Grapefruits,1.0,kilogram,Veg_Fruits
2000-09-01,Canada,v735184,2.05,Oranges,1.0,kilogram,Veg_Fruits
2000-09-01,Canada,v735185,1.55,Apple juice,1.36,litres,Beverages
2000-09-01,Canada,v735186,2.99,Orange juice,1.0,litre,Beverages
2000-09-01,Canada,v735188,0.76,Cabbage,1.0,kilogram,Veg_Fruits
2000-09-01,Canada,v735189,1.09,Carrots,1.0,kilogram,Veg_Fruits
2000-09-01,Canada,v735190,1.42,Celery,1.0,kilogram,Veg_Fruits
2000-09-01,Canada,v735191,5.8,Mushrooms,1.0,kilogram,Veg_Fruits
2000-09-01,Canada,v735192,1.23,Onions,1.0,kilogram,Veg_Fruits
2000-09-01,Canada,v735193,3.84,Potatoes,4.54,kilograms,Veg_Fruits
2000-09-01,Canada,v735194,1.65,"French fried potatoes, frozen",1.0,kilogram,Frozen
2000-09-01,Canada,v735195,0.82,"Baked beans, canned",398.0,millilitres,Plant_based
2000-09-01,Canada,v735196,1.23,"Tomatoes, canned",796.0,millilitres,Veg_Fruits
2000-09-01,Canada,v735197,1.52,Tomato juice,1.36,litres,Beverages
2000-09-01,Canada,v735199,2.47,Ketchup,1.0,litre,Other_foods
2000-09-01,Canada,v735200,2.39,"Sugar, white",2.0,kilograms,Other_foods
2000-09-01,Canada,v735201,3.23,"Coffee, roasted",300.0,grams,Beverages
2000-09-01,Canada,v735202,4.71,"Coffee, instant",200.0,grams,Beverages
2000-09-01,Canada,v735203,3.38,Tea ,72.0,bags,Beverages
2000-09-01,Canada,v735204,3.08,Cooking or salad oil,1.0,litre,Oils
2000-09-01,Canada,v735205,0.73,"Soup, canned",284.0,millilitres,Other_foods
2000-09-01,Canada,v735207,2.53,Peanut butter,500.0,grams,Other_foods
2000-09-01,Canada,v735208,1.29,Fruit flavoured crystals,2.25,litres,Beverages
2000-09-01,Canada,v735210,1.27,"Soft drinks, cola type",2.0,litres,Beverages
2000-09-01,Canada,v735211,1.32,"Soft drinks, lemon-lime type",2.0,litres,Beverages
2000-10-01,Canada,v735165,9.86,Round steak,1.0,kilogram,Protein
2000-10-01,Canada,v735176,11.97,Sirloin steak,1.0,kilogram,Protein
2000-10-01,Canada,v735187,15.91,Prime rib roast,1.0,kilogram,Protein
2000-10-01,Canada,v735198,6.55,Blade roast,1.0,kilogram,Protein
2000-10-01,Canada,v735209,7.12,Stewing beef,1.0,kilogram,Protein
2000-10-01,Canada,v735220,4.47,Ground beef,1.0,kilogram,Protein
2000-10-01,Canada,v735221,9.13,Pork chops,1.0,kilogram,Protein
2000-10-01,Canada,v735222,5.8,Butt roast,1.0,kilogram,Others
2000-10-01,Canada,v735223,4.51,Chicken,1.0,kilogram,Protein
2000-10-01,Canada,v735166,4.14,Bacon,500.0,grams,Protein
2000-10-01,Canada,v735167,2.46,Wieners,450.0,grams,Protein
2000-10-01,Canada,v735168,4.24,Canned salmon,213.0,grams,Protein
2000-10-01,Canada,v735169,1.5,Homogenized milk,1.0,litre,Beverages
2000-10-01,Canada,v735170,1.46,Partly skimmed milk,1.0,litre,Beverages
2000-10-01,Canada,v735171,3.11,Butter,454.0,grams,Dairy
2000-10-01,Canada,v735172,2.49,Processed cheese slices,250.0,grams,Dairy
2000-10-01,Canada,v735173,1.07,Evaporated milk,385.0,millilitres,Beverages
2000-10-01,Canada,v735174,1.87,Eggs,1.0,dozen,Protein
2000-10-01,Canada,v735175,1.37,Bread,675.0,grams,Grains
2000-10-01,Canada,v735177,1.85,Soda crackers,450.0,grams,Grains
2000-10-01,Canada,v735178,0.98,Macaroni,500.0,grams,Grains
2000-10-01,Canada,v735179,3.36,Flour,2.5,kilograms,Grains
2000-10-01,Canada,v735180,3.36,Corn flakes,675.0,grams,Grains
2000-10-01,Canada,v735181,2.52,Apples,1.0,kilogram,Veg_Fruits
2000-10-01,Canada,v735182,1.2,Bananas,1.0,kilogram,Veg_Fruits
2000-10-01,Canada,v735183,1.95,Grapefruits,1.0,kilogram,Veg_Fruits
2000-10-01,Canada,v735184,1.91,Oranges,1.0,kilogram,Veg_Fruits
2000-10-01,Canada,v735185,1.52,Apple juice,1.36,litres,Beverages
2000-10-01,Canada,v735186,2.99,Orange juice,1.0,litre,Beverages
2000-10-01,Canada,v735188,0.67,Cabbage,1.0,kilogram,Veg_Fruits
2000-10-01,Canada,v735189,1.03,Carrots,1.0,kilogram,Veg_Fruits
2000-10-01,Canada,v735190,1.41,Celery,1.0,kilogram,Veg_Fruits
2000-10-01,Canada,v735191,5.77,Mushrooms,1.0,kilogram,Veg_Fruits
2000-10-01,Canada,v735192,1.07,Onions,1.0,kilogram,Veg_Fruits
2000-10-01,Canada,v735193,3.58,Potatoes,4.54,kilograms,Veg_Fruits
2000-10-01,Canada,v735194,1.69,"French fried potatoes, frozen",1.0,kilogram,Frozen
2000-10-01,Canada,v735195,0.83,"Baked beans, canned",398.0,millilitres,Plant_based
2000-10-01,Canada,v735196,1.24,"Tomatoes, canned",796.0,millilitres,Veg_Fruits
2000-10-01,Canada,v735197,1.47,Tomato juice,1.36,litres,Beverages
2000-10-01,Canada,v735199,2.49,Ketchup,1.0,litre,Other_foods
2000-10-01,Canada,v735200,2.42,"Sugar, white",2.0,kilograms,Other_foods
2000-10-01,Canada,v735201,3.27,"Coffee, roasted",300.0,grams,Beverages
2000-10-01,Canada,v735202,4.68,"Coffee, instant",200.0,grams,Beverages
2000-10-01,Canada,v735203,3.35,Tea ,72.0,bags,Beverages
2000-10-01,Canada,v735204,3.06,Cooking or salad oil,1.0,litre,Oils
2000-10-01,Canada,v735205,0.76,"Soup, canned",284.0,millilitres,Other_foods
2000-10-01,Canada,v735207,2.59,Peanut butter,500.0,grams,Other_foods
2000-10-01,Canada,v735208,1.26,Fruit flavoured crystals,2.25,litres,Beverages
2000-10-01,Canada,v735210,1.21,"Soft drinks, cola type",2.0,litres,Beverages
2000-10-01,Canada,v735211,1.29,"Soft drinks, lemon-lime type",2.0,litres,Beverages
2000-11-01,Canada,v735165,9.79,Round steak,1.0,kilogram,Protein
2000-11-01,Canada,v735176,11.73,Sirloin steak,1.0,kilogram,Protein
2000-11-01,Canada,v735187,16.19,Prime rib roast,1.0,kilogram,Protein
2000-11-01,Canada,v735198,6.69,Blade roast,1.0,kilogram,Protein
2000-11-01,Canada,v735209,7.28,Stewing beef,1.0,kilogram,Protein
2000-11-01,Canada,v735220,4.51,Ground beef,1.0,kilogram,Protein
2000-11-01,Canada,v735221,9.05,Pork chops,1.0,kilogram,Protein
2000-11-01,Canada,v735222,5.83,Butt roast,1.0,kilogram,Others
2000-11-01,Canada,v735223,4.39,Chicken,1.0,kilogram,Protein
2000-11-01,Canada,v735166,3.98,Bacon,500.0,grams,Protein
2000-11-01,Canada,v735167,2.48,Wieners,450.0,grams,Protein
2000-11-01,Canada,v735168,4.22,Canned salmon,213.0,grams,Protein
2000-11-01,Canada,v735169,1.5,Homogenized milk,1.0,litre,Beverages
2000-11-01,Canada,v735170,1.47,Partly skimmed milk,1.0,litre,Beverages
2000-11-01,Canada,v735171,3.1,Butter,454.0,grams,Dairy
2000-11-01,Canada,v735172,2.48,Processed cheese slices,250.0,grams,Dairy
2000-11-01,Canada,v735173,1.06,Evaporated milk,385.0,millilitres,Beverages
2000-11-01,Canada,v735174,1.91,Eggs,1.0,dozen,Protein
2000-11-01,Canada,v735175,1.36,Bread,675.0,grams,Grains
2000-11-01,Canada,v735177,1.88,Soda crackers,450.0,grams,Grains
2000-11-01,Canada,v735178,0.99,Macaroni,500.0,grams,Grains
2000-11-01,Canada,v735179,3.27,Flour,2.5,kilograms,Grains
2000-11-01,Canada,v735180,3.43,Corn flakes,675.0,grams,Grains
2000-11-01,Canada,v735181,2.53,Apples,1.0,kilogram,Veg_Fruits
2000-11-01,Canada,v735182,1.2,Bananas,1.0,kilogram,Veg_Fruits
2000-11-01,Canada,v735183,1.62,Grapefruits,1.0,kilogram,Veg_Fruits
2000-11-01,Canada,v735184,1.93,Oranges,1.0,kilogram,Veg_Fruits
2000-11-01,Canada,v735185,1.54,Apple juice,1.36,litres,Beverages
2000-11-01,Canada,v735186,3.01,Orange juice,1.0,litre,Beverages
2000-11-01,Canada,v735188,0.7,Cabbage,1.0,kilogram,Veg_Fruits
2000-11-01,Canada,v735189,1.03,Carrots,1.0,kilogram,Veg_Fruits
2000-11-01,Canada,v735190,1.87,Celery,1.0,kilogram,Veg_Fruits
2000-11-01,Canada,v735191,5.82,Mushrooms,1.0,kilogram,Veg_Fruits
2000-11-01,Canada,v735192,1.02,Onions,1.0,kilogram,Veg_Fruits
2000-11-01,Canada,v735193,3.44,Potatoes,4.54,kilograms,Veg_Fruits
2000-11-01,Canada,v735194,1.66,"French fried potatoes, frozen",1.0,kilogram,Frozen
2000-11-01,Canada,v735195,0.82,"Baked beans, canned",398.0,millilitres,Plant_based
2000-11-01,Canada,v735196,1.21,"Tomatoes, canned",796.0,millilitres,Veg_Fruits
2000-11-01,Canada,v735197,1.47,Tomato juice,1.36,litres,Beverages
2000-11-01,Canada,v735199,2.54,Ketchup,1.0,litre,Other_foods
2000-11-01,Canada,v735200,2.42,"Sugar, white",2.0,kilograms,Other_foods
2000-11-01,Canada,v735201,3.21,"Coffee, roasted",300.0,grams,Beverages
2000-11-01,Canada,v735202,4.7,"Coffee, instant",200.0,grams,Beverages
2000-11-01,Canada,v735203,3.33,Tea ,72.0,bags,Beverages
2000-11-01,Canada,v735204,3.09,Cooking or salad oil,1.0,litre,Oils
2000-11-01,Canada,v735205,0.74,"Soup, canned",284.0,millilitres,Other_foods
2000-11-01,Canada,v735207,2.59,Peanut butter,500.0,grams,Other_foods
2000-11-01,Canada,v735208,1.24,Fruit flavoured crystals,2.25,litres,Beverages
2000-11-01,Canada,v735210,1.27,"Soft drinks, cola type",2.0,litres,Beverages
2000-11-01,Canada,v735211,1.32,"Soft drinks, lemon-lime type",2.0,litres,Beverages
2000-12-01,Canada,v735165,10.25,Round steak,1.0,kilogram,Protein
2000-12-01,Canada,v735176,12.32,Sirloin steak,1.0,kilogram,Protein
2000-12-01,Canada,v735187,16.13,Prime rib roast,1.0,kilogram,Protein
2000-12-01,Canada,v735198,7.0,Blade roast,1.0,kilogram,Protein
2000-12-01,Canada,v735209,7.57,Stewing beef,1.0,kilogram,Protein
2000-12-01,Canada,v735220,4.54,Ground beef,1.0,kilogram,Protein
2000-12-01,Canada,v735221,9.24,Pork chops,1.0,kilogram,Protein
2000-12-01,Canada,v735222,5.97,Butt roast,1.0,kilogram,Others
2000-12-01,Canada,v735223,4.45,Chicken,1.0,kilogram,Protein
2000-12-01,Canada,v735166,3.83,Bacon,500.0,grams,Protein
2000-12-01,Canada,v735167,2.53,Wieners,450.0,grams,Protein
2000-12-01,Canada,v735168,4.15,Canned salmon,213.0,grams,Protein
2000-12-01,Canada,v735169,1.5,Homogenized milk,1.0,litre,Beverages
2000-12-01,Canada,v735170,1.47,Partly skimmed milk,1.0,litre,Beverages
2000-12-01,Canada,v735171,3.11,Butter,454.0,grams,Dairy
2000-12-01,Canada,v735172,2.5,Processed cheese slices,250.0,grams,Dairy
2000-12-01,Canada,v735173,1.09,Evaporated milk,385.0,millilitres,Beverages
2000-12-01,Canada,v735174,1.92,Eggs,1.0,dozen,Protein
2000-12-01,Canada,v735175,1.39,Bread,675.0,grams,Grains
2000-12-01,Canada,v735177,1.89,Soda crackers,450.0,grams,Grains
2000-12-01,Canada,v735178,1.0,Macaroni,500.0,grams,Grains
2000-12-01,Canada,v735179,3.32,Flour,2.5,kilograms,Grains
2000-12-01,Canada,v735180,3.5,Corn flakes,675.0,grams,Grains
2000-12-01,Canada,v735181,2.53,Apples,1.0,kilogram,Veg_Fruits
2000-12-01,Canada,v735182,1.21,Bananas,1.0,kilogram,Veg_Fruits
2000-12-01,Canada,v735183,1.67,Grapefruits,1.0,kilogram,Veg_Fruits
2000-12-01,Canada,v735184,2.1,Oranges,1.0,kilogram,Veg_Fruits
2000-12-01,Canada,v735185,1.56,Apple juice,1.36,litres,Beverages
2000-12-01,Canada,v735186,3.01,Orange juice,1.0,litre,Beverages
2000-12-01,Canada,v735188,0.8,Cabbage,1.0,kilogram,Veg_Fruits
2000-12-01,Canada,v735189,1.1,Carrots,1.0,kilogram,Veg_Fruits
2000-12-01,Canada,v735190,2.75,Celery,1.0,kilogram,Veg_Fruits
2000-12-01,Canada,v735191,5.94,Mushrooms,1.0,kilogram,Veg_Fruits
2000-12-01,Canada,v735192,1.05,Onions,1.0,kilogram,Veg_Fruits
2000-12-01,Canada,v735193,3.56,Potatoes,4.54,kilograms,Veg_Fruits
2000-12-01,Canada,v735194,1.73,"French fried potatoes, frozen",1.0,kilogram,Frozen
2000-12-01,Canada,v735195,0.86,"Baked beans, canned",398.0,millilitres,Plant_based
2000-12-01,Canada,v735196,1.23,"Tomatoes, canned",796.0,millilitres,Veg_Fruits
2000-12-01,Canada,v735197,1.47,Tomato juice,1.36,litres,Beverages
2000-12-01,Canada,v735199,2.59,Ketchup,1.0,litre,Other_foods
2000-12-01,Canada,v735200,2.51,"Sugar, white",2.0,kilograms,Other_foods
2000-12-01,Canada,v735201,3.25,"Coffee, roasted",300.0,grams,Beverages
2000-12-01,Canada,v735202,4.72,"Coffee, instant",200.0,grams,Beverages
2000-12-01,Canada,v735203,3.37,Tea ,72.0,bags,Beverages
2000-12-01,Canada,v735204,3.1,Cooking or salad oil,1.0,litre,Oils
2000-12-01,Canada,v735205,0.77,"Soup, canned",284.0,millilitres,Other_foods
2000-12-01,Canada,v735207,2.58,Peanut butter,500.0,grams,Other_foods
2000-12-01,Canada,v735208,1.29,Fruit flavoured crystals,2.25,litres,Beverages
2000-12-01,Canada,v735210,1.15,"Soft drinks, cola type",2.0,litres,Beverages
2000-12-01,Canada,v735211,1.22,"Soft drinks, lemon-lime type",2.0,litres,Beverages
2001-01-01,Canada,v735165,10.41,Round steak,1.0,kilogram,Protein
2001-01-01,Canada,v735176,12.77,Sirloin steak,1.0,kilogram,Protein
2001-01-01,Canada,v735187,16.9,Prime rib roast,1.0,kilogram,Protein
2001-01-01,Canada,v735198,7.17,Blade roast,1.0,kilogram,Protein
2001-01-01,Canada,v735209,7.43,Stewing beef,1.0,kilogram,Protein
2001-01-01,Canada,v735220,4.61,Ground beef,1.0,kilogram,Protein
2001-01-01,Canada,v735221,9.21,Pork chops,1.0,kilogram,Protein
2001-01-01,Canada,v735222,5.94,Butt roast,1.0,kilogram,Others
2001-01-01,Canada,v735223,4.53,Chicken,1.0,kilogram,Protein
2001-01-01,Canada,v735166,3.97,Bacon,500.0,grams,Protein
2001-01-01,Canada,v735167,2.49,Wieners,450.0,grams,Protein
2001-01-01,Canada,v735168,4.18,Canned salmon,213.0,grams,Protein
2001-01-01,Canada,v735169,1.5,Homogenized milk,1.0,litre,Beverages
2001-01-01,Canada,v735170,1.47,Partly skimmed milk,1.0,litre,Beverages
2001-01-01,Canada,v735171,3.14,Butter,454.0,grams,Dairy
2001-01-01,Canada,v735172,2.48,Processed cheese slices,250.0,grams,Dairy
2001-01-01,Canada,v735173,1.1,Evaporated milk,385.0,millilitres,Beverages
2001-01-01,Canada,v735174,1.93,Eggs,1.0,dozen,Protein
2001-01-01,Canada,v735175,1.39,Bread,675.0,grams,Grains
2001-01-01,Canada,v735177,1.84,Soda crackers,450.0,grams,Grains
2001-01-01,Canada,v735178,0.96,Macaroni,500.0,grams,Grains
2001-01-01,Canada,v735179,3.39,Flour,2.5,kilograms,Grains
2001-01-01,Canada,v735180,3.29,Corn flakes,675.0,grams,Grains
2001-01-01,Canada,v735181,2.52,Apples,1.0,kilogram,Veg_Fruits
2001-01-01,Canada,v735182,1.29,Bananas,1.0,kilogram,Veg_Fruits
2001-01-01,Canada,v735183,1.57,Grapefruits,1.0,kilogram,Veg_Fruits
2001-01-01,Canada,v735184,1.94,Oranges,1.0,kilogram,Veg_Fruits
2001-01-01,Canada,v735185,1.54,Apple juice,1.36,litres,Beverages
2001-01-01,Canada,v735186,2.96,Orange juice,1.0,litre,Beverages
2001-01-01,Canada,v735188,1.0,Cabbage,1.0,kilogram,Veg_Fruits
2001-01-01,Canada,v735189,1.16,Carrots,1.0,kilogram,Veg_Fruits
2001-01-01,Canada,v735190,2.49,Celery,1.0,kilogram,Veg_Fruits
