date,location,vectorid,price,product,unit_quantity,unit,category,z_score
2002-08-01,Canada,v735187,19.0,Prime rib roast,1.0,kilogram,Protein,-0.4261627498107474
2002-08-01,Canada,v735198,8.04,Blade roast,1.0,kilogram,Protein,-0.6961025102387237
2002-08-01,Canada,v735209,8.39,Stewing beef,1.0,kilogram,Protein,-0.6852458307816769
2002-08-01,Canada,v735220,5.52,Ground beef,1.0,kilogram,Protein,-0.6479127368047647
2002-08-01,Canada,v735221,9.48,Pork chops,1.0,kilogram,Protein,-0.6194228638518979
2002-08-01,Canada,v735223,4.77,Chicken,1.0,kilogram,Protein,-0.879391085196776
2002-08-01,Canada,v735166,4.21,Bacon,500.0,grams,Protein,-0.6411636569823584
2002-08-01,Canada,v735167,2.38,Wieners,450.0,grams,Protein,-0.9561638468743874
2002-08-01,Canada,v735168,3.68,Canned salmon,213.0,grams,Protein,-0.4102113579585993
2002-08-01,Canada,v735169,1.61,Homogenized milk,1.0,litre,Beverages,-0.7017088543094486
2002-08-01,Canada,v735170,1.57,Partly skimmed milk,1.0,litre,Beverages,-0.6988989239651775
2002-08-01,Canada,v735171,3.4,Butter,454.0,grams,Protein,-0.8249247356156464
2002-08-01,Canada,v735172,2.5,Processed cheese slices,250.0,grams,Dairy,-1.3465610446414813
2002-08-01,Canada,v735173,1.16,Evaporated milk,385.0,millilitres,Beverages,-1.0567240882831415
2002-08-01,Canada,v735174,2.02,Eggs,1.0,dozen,Protein,-0.8771773104395499
2002-08-01,Canada,v735175,1.51,Bread,675.0,grams,Grains,-1.0174747433397364
2002-08-01,Canada,v735177,1.89,Soda crackers,450.0,grams,Grains,-1.0248970740870482
2002-08-01,Canada,v735178,1.0,Macaroni,500.0,grams,Grains,-0.9718801576701543
2002-08-01,Canada,v735179,3.48,Flour,2.5,kilograms,Grains,-1.0173744099157855
2002-08-01,Canada,v735180,3.61,Corn flakes,675.0,grams,Grains,-0.6330057151715983
2002-08-01,Canada,v735181,3.23,Apples,1.0,kilogram,Veg_Fruits,-0.12298555927034208
2002-08-01,Canada,v735182,1.21,Bananas,1.0,kilogram,Veg_Fruits,-1.0676809157922234
2002-08-01,Canada,v735183,2.61,Grapefruits,1.0,kilogram,Veg_Fruits,0.1921936145309516
2002-08-01,Canada,v735184,2.91,Oranges,1.0,kilogram,Veg_Fruits,0.13708626418207778
2002-08-01,Canada,v735185,1.64,Apple juice,1.36,litres,Beverages,-0.7772176809028739
2002-08-01,Canada,v735186,3.13,Orange juice,1.0,litre,Beverages,-0.3231315209970645
2002-08-01,Canada,v735189,1.7,Carrots,1.0,kilogram,Veg_Fruits,0.11321777174683398
2002-08-01,Canada,v735190,1.64,Celery,1.0,kilogram,Veg_Fruits,-0.8350299446172029
2002-08-01,Canada,v735191,6.66,Mushrooms,1.0,kilogram,Veg_Fruits,-0.5273476892411614
2002-08-01,Canada,v735192,1.53,Onions,1.0,kilogram,Veg_Fruits,-0.09822549840993933
2002-08-01,Canada,v735193,5.59,Potatoes,4.54,kilograms,Veg_Fruits,0.16466796944917303
2002-08-01,Canada,v735194,1.85,"French fried potatoes, frozen",1.0,kilogram,Frozen,-0.7352011019741369
2002-08-01,Canada,v735195,0.88,"Baked beans, canned",398.0,millilitres,Plant_based,-0.7037435869766842
2002-08-01,Canada,v735196,1.24,"Tomatoes, canned",796.0,millilitres,Veg_Fruits,-0.8323653084331091
2002-08-01,Canada,v735197,1.55,Tomato juice,1.36,litres,Beverages,-0.7969867132519064
2002-08-01,Canada,v735199,2.56,Ketchup,1.0,litre,Other_foods,-0.7635123441248247
2002-08-01,Canada,v735200,2.42,"Sugar, white",2.0,kilograms,Other_foods,-0.42808359062411194
2002-08-01,Canada,v735201,3.0,"Coffee, roasted",300.0,grams,Beverages,-1.2929866927947369
2002-08-01,Canada,v735202,4.43,"Coffee, instant",200.0,grams,Beverages,-1.3617730022059489
2002-08-01,Canada,v735203,3.38,Tea ,72.0,bags,Beverages,-0.7733454453356744
2002-08-01,Canada,v735204,3.23,Cooking or salad oil,1.0,litre,Oils,-0.7371970098601319
2002-08-01,Canada,v735205,0.78,"Soup, canned",284.0,millilitres,Other_foods,-0.884673916956214
2002-08-01,Canada,v735207,2.61,Peanut butter,500.0,grams,Protein,-0.7567740453299491
2002-08-01,Canada,v735208,1.21,Fruit flavoured crystals,2.25,litres,Beverages,-0.7988038705521483
2002-08-01,Canada,v735210,1.26,"Soft drinks, cola type",2.0,litres,Beverages,-0.8721148394756669
2002-08-01,Canada,v735211,1.37,"Soft drinks, lemon-lime type",2.0,litres,Beverages,-0.7271059808181052
2002-09-01,Canada,v735165,10.85,Round steak,1.0,kilogram,Protein,-0.7860694420894094
2002-09-01,Canada,v735176,14.08,Sirloin steak,1.0,kilogram,Protein,-0.5706431036360796
2002-09-01,Canada,v735187,19.2,Prime rib roast,1.0,kilogram,Protein,-0.4005588987135868
2002-09-01,Canada,v735198,7.96,Blade roast,1.0,kilogram,Protein,-0.7163031928547533
2002-09-01,Canada,v735209,8.22,Stewing beef,1.0,kilogram,Protein,-0.7314929981326445
2002-09-01,Canada,v735220,5.45,Ground beef,1.0,kilogram,Protein,-0.6697490514612181
2002-09-01,Canada,v735221,9.38,Pork chops,1.0,kilogram,Protein,-0.6896112036557623
2002-09-01,Canada,v735223,4.67,Chicken,1.0,kilogram,Protein,-0.9538692868423513
2002-09-01,Canada,v735166,4.27,Bacon,500.0,grams,Protein,-0.5981747249884776
2002-09-01,Canada,v735167,2.4,Wieners,450.0,grams,Protein,-0.9338222890990827
2002-09-01,Canada,v735168,3.64,Canned salmon,213.0,grams,Protein,-0.4537004320055924
2002-09-01,Canada,v735169,1.61,Homogenized milk,1.0,litre,Beverages,-0.7017088543094486
2002-09-01,Canada,v735170,1.57,Partly skimmed milk,1.0,litre,Beverages,-0.6988989239651775
2002-09-01,Canada,v735171,3.38,Butter,454.0,grams,Protein,-0.8505782187608053
2002-09-01,Canada,v735172,2.49,Processed cheese slices,250.0,grams,Dairy,-1.4204383419408946
2002-09-01,Canada,v735173,1.16,Evaporated milk,385.0,millilitres,Beverages,-1.0567240882831415
2002-09-01,Canada,v735174,2.06,Eggs,1.0,dozen,Protein,-0.8159472257110465
2002-09-01,Canada,v735175,1.51,Bread,675.0,grams,Grains,-1.0174747433397364
2002-09-01,Canada,v735177,1.92,Soda crackers,450.0,grams,Grains,-0.9708678945669353
2002-09-01,Canada,v735178,0.98,Macaroni,500.0,grams,Grains,-1.051546471826672
2002-09-01,Canada,v735179,3.44,Flour,2.5,kilograms,Grains,-1.075604503868741
2002-09-01,Canada,v735180,3.64,Corn flakes,675.0,grams,Grains,-0.6005387763506507
2002-09-01,Canada,v735181,3.31,Apples,1.0,kilogram,Veg_Fruits,-0.020739356344918653
2002-09-01,Canada,v735182,1.21,Bananas,1.0,kilogram,Veg_Fruits,-1.0676809157922234
2002-09-01,Canada,v735183,2.54,Grapefruits,1.0,kilogram,Veg_Fruits,0.09745028342414463
2002-09-01,Canada,v735184,2.62,Oranges,1.0,kilogram,Veg_Fruits,-0.29854853970947104
2002-09-01,Canada,v735185,1.55,Apple juice,1.36,litres,Beverages,-1.117671051426765
2002-09-01,Canada,v735186,3.12,Orange juice,1.0,litre,Beverages,-0.3353082492186621
2002-09-01,Canada,v735189,1.32,Carrots,1.0,kilogram,Veg_Fruits,-0.7705514509373383
2002-09-01,Canada,v735190,1.4,Celery,1.0,kilogram,Veg_Fruits,-1.2384086541152695
2002-09-01,Canada,v735191,6.62,Mushrooms,1.0,kilogram,Veg_Fruits,-0.558559625822973
2002-09-01,Canada,v735192,1.34,Onions,1.0,kilogram,Veg_Fruits,-0.4953591388480353
2002-09-01,Canada,v735193,4.52,Potatoes,4.54,kilograms,Veg_Fruits,-0.32930761623418286
2002-09-01,Canada,v735194,1.89,"French fried potatoes, frozen",1.0,kilogram,Frozen,-0.6478955526640312
2002-09-01,Canada,v735195,0.9,"Baked beans, canned",398.0,millilitres,Plant_based,-0.6115513388937429
2002-09-01,Canada,v735196,1.25,"Tomatoes, canned",796.0,millilitres,Veg_Fruits,-0.7736948023684185
2002-09-01,Canada,v735197,1.56,Tomato juice,1.36,litres,Beverages,-0.7776937995725329
2002-09-01,Canada,v735199,2.57,Ketchup,1.0,litre,Other_foods,-0.7432958866699281
2002-09-01,Canada,v735200,2.4,"Sugar, white",2.0,kilograms,Other_foods,-0.49325064667989577
2002-09-01,Canada,v735201,2.93,"Coffee, roasted",300.0,grams,Beverages,-1.3524181918371279
2002-09-01,Canada,v735202,4.3,"Coffee, instant",200.0,grams,Beverages,-1.4929096784164695
2002-09-01,Canada,v735203,3.38,Tea ,72.0,bags,Beverages,-0.7733454453356744
2002-09-01,Canada,v735204,3.25,Cooking or salad oil,1.0,litre,Oils,-0.6932053889166204
2002-09-01,Canada,v735205,0.75,"Soup, canned",284.0,millilitres,Other_foods,-1.0502011966162825
2002-09-01,Canada,v735207,2.6,Peanut butter,500.0,grams,Protein,-0.7821869356036983
2002-09-01,Canada,v735208,1.21,Fruit flavoured crystals,2.25,litres,Beverages,-0.7988038705521483
2002-09-01,Canada,v735210,1.3,"Soft drinks, cola type",2.0,litres,Beverages,-0.7479551421521796
2002-09-01,Canada,v735211,1.39,"Soft drinks, lemon-lime type",2.0,litres,Beverages,-0.6478499257768541
2002-10-01,Canada,v735165,11.01,Round steak,1.0,kilogram,Protein,-0.7383273546668321
2002-10-01,Canada,v735176,13.92,Sirloin steak,1.0,kilogram,Protein,-0.6053813180842874
2002-10-01,Canada,v735187,18.05,Prime rib roast,1.0,kilogram,Protein,-0.5477810425222607
2002-10-01,Canada,v735198,8.37,Blade roast,1.0,kilogram,Protein,-0.6127746944476011
2002-10-01,Canada,v735209,8.33,Stewing beef,1.0,kilogram,Protein,-0.7015683604349596
2002-10-01,Canada,v735220,5.51,Ground beef,1.0,kilogram,Protein,-0.6510322103271151
2002-10-01,Canada,v735221,9.48,Pork chops,1.0,kilogram,Protein,-0.6194228638518979
2002-10-01,Canada,v735223,4.82,Chicken,1.0,kilogram,Protein,-0.8421519843739877
2002-10-01,Canada,v735166,4.12,Bacon,500.0,grams,Protein,-0.70564705497318
2002-10-01,Canada,v735167,2.45,Wieners,450.0,grams,Protein,-0.8779683946608209
2002-10-01,Canada,v735168,3.63,Canned salmon,213.0,grams,Protein,-0.4645727005173409
2002-10-01,Canada,v735169,1.61,Homogenized milk,1.0,litre,Beverages,-0.7017088543094486
2002-10-01,Canada,v735170,1.56,Partly skimmed milk,1.0,litre,Beverages,-0.7058732612357734
2002-10-01,Canada,v735171,3.41,Butter,454.0,grams,Protein,-0.8120979940430666
2002-10-01,Canada,v735172,2.48,Processed cheese slices,250.0,grams,Dairy,-1.4943156392403112
2002-10-01,Canada,v735173,1.17,Evaporated milk,385.0,millilitres,Beverages,-1.0299736570997042
2002-10-01,Canada,v735174,2.09,Eggs,1.0,dozen,Protein,-0.7700246621646691
2002-10-01,Canada,v735175,1.53,Bread,675.0,grams,Grains,-0.9867677662680131
2002-10-01,Canada,v735177,1.94,Soda crackers,450.0,grams,Grains,-0.9348484415535268
2002-10-01,Canada,v735178,1.0,Macaroni,500.0,grams,Grains,-0.9718801576701543
2002-10-01,Canada,v735179,3.38,Flour,2.5,kilograms,Grains,-1.1629496447981742
2002-10-01,Canada,v735180,3.28,Corn flakes,675.0,grams,Grains,-0.990142042202019
2002-10-01,Canada,v735181,3.12,Apples,1.0,kilogram,Veg_Fruits,-0.263574088292799
2002-10-01,Canada,v735182,1.24,Bananas,1.0,kilogram,Veg_Fruits,-0.9223312588260769
2002-10-01,Canada,v735183,2.41,Grapefruits,1.0,kilogram,Veg_Fruits,-0.07850161720278287
2002-10-01,Canada,v735184,2.75,Oranges,1.0,kilogram,Veg_Fruits,-0.10326397244774242
2002-10-01,Canada,v735185,1.54,Apple juice,1.36,litres,Beverages,-1.1554992037071974
2002-10-01,Canada,v735186,3.12,Orange juice,1.0,litre,Beverages,-0.3353082492186621
2002-10-01,Canada,v735189,1.19,Carrots,1.0,kilogram,Veg_Fruits,-1.0728935534345556
2002-10-01,Canada,v735190,1.43,Celery,1.0,kilogram,Veg_Fruits,-1.1879863154280113
2002-10-01,Canada,v735191,6.46,Mushrooms,1.0,kilogram,Veg_Fruits,-0.6834073721502197
2002-10-01,Canada,v735192,1.09,Onions,1.0,kilogram,Veg_Fruits,-1.017903402582372
2002-10-01,Canada,v735193,4.22,Potatoes,4.54,kilograms,Veg_Fruits,-0.46780544399587126
2002-10-01,Canada,v735194,1.88,"French fried potatoes, frozen",1.0,kilogram,Frozen,-0.6697219399915577
2002-10-01,Canada,v735195,0.91,"Baked beans, canned",398.0,millilitres,Plant_based,-0.5654552148522723
2002-10-01,Canada,v735196,1.22,"Tomatoes, canned",796.0,millilitres,Veg_Fruits,-0.94970632056249
2002-10-01,Canada,v735197,1.45,Tomato juice,1.36,litres,Beverages,-0.9899158500456404
2002-10-01,Canada,v735199,2.57,Ketchup,1.0,litre,Other_foods,-0.7432958866699281
2002-10-01,Canada,v735200,2.41,"Sugar, white",2.0,kilograms,Other_foods,-0.4606671186520031
2002-10-01,Canada,v735201,2.93,"Coffee, roasted",300.0,grams,Beverages,-1.3524181918371279
2002-10-01,Canada,v735202,4.32,"Coffee, instant",200.0,grams,Beverages,-1.472734805153312
2002-10-01,Canada,v735203,3.36,Tea ,72.0,bags,Beverages,-0.8082807484853217
2002-10-01,Canada,v735204,3.27,Cooking or salad oil,1.0,litre,Oils,-0.649213767973109
2002-10-01,Canada,v735205,0.77,"Soup, canned",284.0,millilitres,Other_foods,-0.9398496768429034
2002-10-01,Canada,v735207,2.61,Peanut butter,500.0,grams,Protein,-0.7567740453299491
2002-10-01,Canada,v735208,1.22,Fruit flavoured crystals,2.25,litres,Beverages,-0.7557913544454942
2002-10-01,Canada,v735210,1.25,"Soft drinks, cola type",2.0,litres,Beverages,-0.9031547638065388
2002-10-01,Canada,v735211,1.33,"Soft drinks, lemon-lime type",2.0,litres,Beverages,-0.8856180909006091
2002-11-01,Canada,v735165,11.1,Round steak,1.0,kilogram,Protein,-0.7114724304916323
2002-11-01,Canada,v735176,13.53,Sirloin steak,1.0,kilogram,Protein,-0.690055715801794
2002-11-01,Canada,v735187,18.27,Prime rib roast,1.0,kilogram,Protein,-0.5196168063153841
2002-11-01,Canada,v735198,8.37,Blade roast,1.0,kilogram,Protein,-0.6127746944476011
2002-11-01,Canada,v735209,8.36,Stewing beef,1.0,kilogram,Protein,-0.6934070956083185
2002-11-01,Canada,v735220,5.44,Ground beef,1.0,kilogram,Protein,-0.6728685249835685
2002-11-01,Canada,v735221,9.32,Pork chops,1.0,kilogram,Protein,-0.7317242075380815
2002-11-01,Canada,v735223,4.83,Chicken,1.0,kilogram,Protein,-0.8347041642094304
2002-11-01,Canada,v735166,4.19,Bacon,500.0,grams,Protein,-0.6554933009803185
2002-11-01,Canada,v735167,2.49,Wieners,450.0,grams,Protein,-0.8332852791102116
2002-11-01,Canada,v735168,3.68,Canned salmon,213.0,grams,Protein,-0.4102113579585993
2002-11-01,Canada,v735169,1.61,Homogenized milk,1.0,litre,Beverages,-0.7017088543094486
2002-11-01,Canada,v735170,1.57,Partly skimmed milk,1.0,litre,Beverages,-0.6988989239651775
2002-11-01,Canada,v735171,3.38,Butter,454.0,grams,Protein,-0.8505782187608053
2002-11-01,Canada,v735172,2.5,Processed cheese slices,250.0,grams,Dairy,-1.3465610446414813
2002-11-01,Canada,v735173,1.16,Evaporated milk,385.0,millilitres,Beverages,-1.0567240882831415
2002-11-01,Canada,v735174,2.12,Eggs,1.0,dozen,Protein,-0.7241020986182911
2002-11-01,Canada,v735175,1.57,Bread,675.0,grams,Grains,-0.9253538121245667
2002-11-01,Canada,v735177,1.96,Soda crackers,450.0,grams,Grains,-0.8988289885401182
2002-11-01,Canada,v735178,1.03,Macaroni,500.0,grams,Grains,-0.8523806864353778
2002-11-01,Canada,v735179,3.53,Flour,2.5,kilograms,Grains,-0.9445867924745914
2002-11-01,Canada,v735180,3.58,Corn flakes,675.0,grams,Grains,-0.6654726539925454
2002-11-01,Canada,v735181,2.89,Apples,1.0,kilogram,Veg_Fruits,-0.557531921703391
2002-11-01,Canada,v735182,1.21,Bananas,1.0,kilogram,Veg_Fruits,-1.0676809157922234
2002-11-01,Canada,v735183,1.89,Grapefruits,1.0,kilogram,Veg_Fruits,-0.7823092197104938
2002-11-01,Canada,v735184,2.88,Oranges,1.0,kilogram,Veg_Fruits,0.09202059481398617
2002-11-01,Canada,v735185,1.55,Apple juice,1.36,litres,Beverages,-1.117671051426765
2002-11-01,Canada,v735186,3.09,Orange juice,1.0,litre,Beverages,-0.371838433883456
2002-11-01,Canada,v735189,1.18,Carrots,1.0,kilogram,Veg_Fruits,-1.0961506382420338
2002-11-01,Canada,v735190,1.87,Celery,1.0,kilogram,Veg_Fruits,-0.44845868134822214
2002-11-01,Canada,v735191,6.47,Mushrooms,1.0,kilogram,Veg_Fruits,-0.675604388004767
2002-11-01,Canada,v735192,1.05,Onions,1.0,kilogram,Veg_Fruits,-1.1015104847798662
2002-11-01,Canada,v735193,4.21,Potatoes,4.54,kilograms,Veg_Fruits,-0.4724220382545941
2002-11-01,Canada,v735194,1.86,"French fried potatoes, frozen",1.0,kilogram,Frozen,-0.7133747146466103
2002-11-01,Canada,v735195,0.91,"Baked beans, canned",398.0,millilitres,Plant_based,-0.5654552148522723
2002-11-01,Canada,v735196,1.22,"Tomatoes, canned",796.0,millilitres,Veg_Fruits,-0.94970632056249
2002-11-01,Canada,v735197,1.46,Tomato juice,1.36,litres,Beverages,-0.9706229363662671
2002-11-01,Canada,v735199,2.57,Ketchup,1.0,litre,Other_foods,-0.7432958866699281
2002-11-01,Canada,v735200,2.42,"Sugar, white",2.0,kilograms,Other_foods,-0.42808359062411194
2002-11-01,Canada,v735201,2.92,"Coffee, roasted",300.0,grams,Beverages,-1.360908405986041
2002-11-01,Canada,v735202,4.23,"Coffee, instant",200.0,grams,Beverages,-1.5635217348375186
2002-11-01,Canada,v735203,3.34,Tea ,72.0,bags,Beverages,-0.8432160516349692
2002-11-01,Canada,v735204,3.31,Cooking or salad oil,1.0,litre,Oils,-0.561230526086086
2002-11-01,Canada,v735205,0.77,"Soup, canned",284.0,millilitres,Other_foods,-0.9398496768429034
2002-11-01,Canada,v735207,2.6,Peanut butter,500.0,grams,Protein,-0.7821869356036983
2002-11-01,Canada,v735208,1.2,Fruit flavoured crystals,2.25,litres,Beverages,-0.8418163866588025
2002-11-01,Canada,v735210,1.21,"Soft drinks, cola type",2.0,litres,Beverages,-1.0273144611300262
2002-11-01,Canada,v735211,1.35,"Soft drinks, lemon-lime type",2.0,litres,Beverages,-0.8063620358593571
2002-12-01,Canada,v735165,11.39,Round steak,1.0,kilogram,Protein,-0.6249398970382107
2002-12-01,Canada,v735176,13.43,Sirloin steak,1.0,kilogram,Protein,-0.7117670998319238
2002-12-01,Canada,v735187,18.62,Prime rib roast,1.0,kilogram,Protein,-0.4748100668953526
2002-12-01,Canada,v735198,8.5,Blade roast,1.0,kilogram,Protein,-0.5799485851965526
2002-12-01,Canada,v735209,8.64,Stewing beef,1.0,kilogram,Protein,-0.6172352905596656
2002-12-01,Canada,v735220,5.42,Ground beef,1.0,kilogram,Protein,-0.6791074720282697
2002-12-01,Canada,v735221,9.34,Pork chops,1.0,kilogram,Protein,-0.717686539577309
2002-12-01,Canada,v735223,4.81,Chicken,1.0,kilogram,Protein,-0.8495998045385459
2002-12-01,Canada,v735166,4.17,Bacon,500.0,grams,Protein,-0.6698229449782792
2002-12-01,Canada,v735167,2.57,Wieners,450.0,grams,Protein,-0.7439190480089934
2002-12-01,Canada,v735168,3.61,Canned salmon,213.0,grams,Protein,-0.48631723754083744
2002-12-01,Canada,v735169,1.62,Homogenized milk,1.0,litre,Beverages,-0.6955948265109356
2002-12-01,Canada,v735170,1.57,Partly skimmed milk,1.0,litre,Beverages,-0.6988989239651775
2002-12-01,Canada,v735171,3.43,Butter,454.0,grams,Protein,-0.7864445108979077
2002-12-01,Canada,v735172,2.53,Processed cheese slices,250.0,grams,Dairy,-1.1249291527432381
2002-12-01,Canada,v735173,1.17,Evaporated milk,385.0,millilitres,Beverages,-1.0299736570997042
2002-12-01,Canada,v735174,2.15,Eggs,1.0,dozen,Protein,-0.6781795350719139
2002-12-01,Canada,v735175,1.62,Bread,675.0,grams,Grains,-0.8485863694452586
2002-12-01,Canada,v735177,1.99,Soda crackers,450.0,grams,Grains,-0.8447998090200053
2002-12-01,Canada,v735178,1.06,Macaroni,500.0,grams,Grains,-0.7328812152006013
2002-12-01,Canada,v735179,3.56,Flour,2.5,kilograms,Grains,-0.9009142220098745
2002-12-01,Canada,v735180,3.63,Corn flakes,675.0,grams,Grains,-0.6113610892909667
2002-12-01,Canada,v735181,2.99,Apples,1.0,kilogram,Veg_Fruits,-0.42972416804661173
2002-12-01,Canada,v735182,1.27,Bananas,1.0,kilogram,Veg_Fruits,-0.7769816018599305
2002-12-01,Canada,v735183,1.81,Grapefruits,1.0,kilogram,Veg_Fruits,-0.8905873124039876
2002-12-01,Canada,v735184,2.53,Oranges,1.0,kilogram,Veg_Fruits,-0.43374554781374525
2002-12-01,Canada,v735185,1.63,Apple juice,1.36,litres,Beverages,-0.8150458331833064
2002-12-01,Canada,v735186,3.08,Orange juice,1.0,litre,Beverages,-0.3840151621050536
2002-12-01,Canada,v735189,1.33,Carrots,1.0,kilogram,Veg_Fruits,-0.7472943661298601
2002-12-01,Canada,v735190,1.95,Celery,1.0,kilogram,Veg_Fruits,-0.3139991115155335
2002-12-01,Canada,v735191,6.83,Mushrooms,1.0,kilogram,Veg_Fruits,-0.39469695876846184
2002-12-01,Canada,v735192,1.15,Onions,1.0,kilogram,Veg_Fruits,-0.8924927792861317
2002-12-01,Canada,v735193,4.15,Potatoes,4.54,kilograms,Veg_Fruits,-0.5001216038069317
2002-12-01,Canada,v735194,1.91,"French fried potatoes, frozen",1.0,kilogram,Frozen,-0.6042427780089781
2002-12-01,Canada,v735195,0.87,"Baked beans, canned",398.0,millilitres,Plant_based,-0.7498397110181548
2002-12-01,Canada,v735196,1.27,"Tomatoes, canned",796.0,millilitres,Veg_Fruits,-0.6563537902390374
2002-12-01,Canada,v735197,1.49,Tomato juice,1.36,litres,Beverages,-0.9127441953281468
2002-12-01,Canada,v735199,2.58,Ketchup,1.0,litre,Other_foods,-0.7230794292150305
2002-12-01,Canada,v735200,2.41,"Sugar, white",2.0,kilograms,Other_foods,-0.4606671186520031
2002-12-01,Canada,v735201,3.01,"Coffee, roasted",300.0,grams,Beverages,-1.2844964786458242
2002-12-01,Canada,v735202,4.44,"Coffee, instant",200.0,grams,Beverages,-1.3516855655743696
2002-12-01,Canada,v735203,3.29,Tea ,72.0,bags,Beverages,-0.930554309509087
2002-12-01,Canada,v735204,3.35,Cooking or salad oil,1.0,litre,Oils,-0.47324728419906315
2002-12-01,Canada,v735205,0.79,"Soup, canned",284.0,millilitres,Other_foods,-0.8294981570695245
2002-12-01,Canada,v735207,2.65,Peanut butter,500.0,grams,Protein,-0.6551224842349497
2002-12-01,Canada,v735208,1.23,Fruit flavoured crystals,2.25,litres,Beverages,-0.7127788383388399
2002-12-01,Canada,v735210,1.21,"Soft drinks, cola type",2.0,litres,Beverages,-1.0273144611300262
2002-12-01,Canada,v735211,1.28,"Soft drinks, lemon-lime type",2.0,litres,Beverages,-1.083758228503739
2003-01-01,Canada,v735165,11.43,Round steak,1.0,kilogram,Protein,-0.6130043751825667
2003-01-01,Canada,v735176,13.76,Sirloin steak,1.0,kilogram,Protein,-0.6401195325324952
2003-01-01,Canada,v735187,18.94,Prime rib roast,1.0,kilogram,Protein,-0.43384390513989546
2003-01-01,Canada,v735198,8.26,Blade roast,1.0,kilogram,Protein,-0.6405506330446418
2003-01-01,Canada,v735209,8.39,Stewing beef,1.0,kilogram,Protein,-0.6852458307816769
2003-01-01,Canada,v735220,5.61,Ground beef,1.0,kilogram,Protein,-0.6198374751036099
2003-01-01,Canada,v735221,9.4,Pork chops,1.0,kilogram,Protein,-0.6755735356949898
2003-01-01,Canada,v735223,4.84,Chicken,1.0,kilogram,Protein,-0.827256344044873
2003-01-01,Canada,v735166,4.27,Bacon,500.0,grams,Protein,-0.5981747249884776
2003-01-01,Canada,v735167,2.53,Wieners,450.0,grams,Protein,-0.7886021635596028
2003-01-01,Canada,v735168,3.51,Canned salmon,213.0,grams,Protein,-0.5950399226583202
2003-01-01,Canada,v735169,1.62,Homogenized milk,1.0,litre,Beverages,-0.6955948265109356
2003-01-01,Canada,v735170,1.57,Partly skimmed milk,1.0,litre,Beverages,-0.6988989239651775
2003-01-01,Canada,v735171,3.44,Butter,454.0,grams,Protein,-0.7736177693253286
2003-01-01,Canada,v735172,2.49,Processed cheese slices,250.0,grams,Dairy,-1.4204383419408946
2003-01-01,Canada,v735173,1.18,Evaporated milk,385.0,millilitres,Beverages,-1.003223225916267
2003-01-01,Canada,v735174,2.16,Eggs,1.0,dozen,Protein,-0.6628720138897877
2003-01-01,Canada,v735175,1.62,Bread,675.0,grams,Grains,-0.8485863694452586
2003-01-01,Canada,v735177,1.98,Soda crackers,450.0,grams,Grains,-0.8628095355267096
2003-01-01,Canada,v735178,1.05,Macaroni,500.0,grams,Grains,-0.7727143722788602
2003-01-01,Canada,v735179,3.62,Flour,2.5,kilograms,Grains,-0.8135690810804412
2003-01-01,Canada,v735180,3.53,Corn flakes,675.0,grams,Grains,-0.7195842186941246
2003-01-01,Canada,v735181,3.02,Apples,1.0,kilogram,Veg_Fruits,-0.39138184194957826
2003-01-01,Canada,v735182,1.26,Bananas,1.0,kilogram,Veg_Fruits,-0.8254314875153126
2003-01-01,Canada,v735183,1.82,Grapefruits,1.0,kilogram,Veg_Fruits,-0.8770525508173008
2003-01-01,Canada,v735184,2.17,Oranges,1.0,kilogram,Veg_Fruits,-0.97453358023084
2003-01-01,Canada,v735185,1.57,Apple juice,1.36,litres,Beverages,-1.0420147468659
2003-01-01,Canada,v735186,3.08,Orange juice,1.0,litre,Beverages,-0.3840151621050536
2003-01-01,Canada,v735189,1.36,Carrots,1.0,kilogram,Veg_Fruits,-0.6775231117074254
2003-01-01,Canada,v735190,1.88,Celery,1.0,kilogram,Veg_Fruits,-0.4316512351191364
2003-01-01,Canada,v735191,6.7,Mushrooms,1.0,kilogram,Veg_Fruits,-0.49613575265934967
2003-01-01,Canada,v735192,1.16,Onions,1.0,kilogram,Veg_Fruits,-0.8715910087367582
2003-01-01,Canada,v735193,4.26,Potatoes,4.54,kilograms,Veg_Fruits,-0.44933906696097947
2003-01-01,Canada,v735194,1.84,"French fried potatoes, frozen",1.0,kilogram,Frozen,-0.7570274893016634
2003-01-01,Canada,v735195,0.85,"Baked beans, canned",398.0,millilitres,Plant_based,-0.8420319591010961
2003-01-01,Canada,v735196,1.23,"Tomatoes, canned",796.0,millilitres,Veg_Fruits,-0.8910358144977996
2003-01-01,Canada,v735197,1.53,Tomato juice,1.36,litres,Beverages,-0.8355725406106531
2003-01-01,Canada,v735199,2.56,Ketchup,1.0,litre,Other_foods,-0.7635123441248247
2003-01-01,Canada,v735200,2.46,"Sugar, white",2.0,kilograms,Other_foods,-0.2977494785125443
2003-01-01,Canada,v735201,2.93,"Coffee, roasted",300.0,grams,Beverages,-1.3524181918371279
2003-01-01,Canada,v735202,4.25,"Coffee, instant",200.0,grams,Beverages,-1.543346861574362
2003-01-01,Canada,v735203,3.33,Tea ,72.0,bags,Beverages,-0.8606837032097924
2003-01-01,Canada,v735204,3.33,Cooking or salad oil,1.0,litre,Oils,-0.5172389051425746
2003-01-01,Canada,v735205,0.77,"Soup, canned",284.0,millilitres,Other_foods,-0.9398496768429034
