,date,location,product,vectorid,price
1223,1996-09-01,Canada,Tea (72 bags),v735203,2.91
1224,1996-09-01,Canada,"Cooking or salad oil, 1 litre",v735204,3.1
1225,1996-09-01,Canada,"Soup, canned, 284 millilitres",v735205,0.73
1227,1996-09-01,Canada,"Peanut butter, 500 grams",v735207,2.63
1228,1996-09-01,Canada,"Fruit flavoured crystals, 2.25 litres",v735208,1.29
1229,1996-09-01,Canada,"Soft drinks, cola type, 2 litres",v735210,1.31
1230,1996-09-01,Canada,"Soft drinks, lemon-lime type, 2 litres",v735211,1.39
1239,1996-10-01,Canada,"Round steak, 1 kilogram",v735165,9.53
1240,1996-10-01,Canada,"Sirloin steak, 1 kilogram",v735176,10.54
1241,1996-10-01,Canada,"Prime rib roast, 1 kilogram",v735187,11.66
1242,1996-10-01,Canada,"Blade roast, 1 kilogram",v735198,6.35
1243,1996-10-01,Canada,"Stewing beef, 1 kilogram",v735209,6.67
1244,1996-10-01,Canada,"Ground beef, 1 kilogram",v735220,3.63
1245,1996-10-01,Canada,"Pork chops, 1 kilogram",v735221,9.38
1246,1996-10-01,Canada,"Butt roast, 1 kilogram",v735222,6.05
1247,1996-10-01,Canada,"Chicken, 1 kilogram",v735223,4.34
1248,1996-10-01,Canada,"Bacon, 500 grams",v735166,3.97
1249,1996-10-01,Canada,"Wieners, 450 grams",v735167,2.5
1250,1996-10-01,Canada,"Canned salmon, 213 grams",v735168,3.64
1251,1996-10-01,Canada,"Homogenized milk, 1 litre",v735169,1.37
1252,1996-10-01,Canada,"Partly skimmed milk, 1 litre",v735170,1.33
1253,1996-10-01,Canada,"Butter, 454 grams",v735171,2.89
1254,1996-10-01,Canada,"Processed cheese slices, 250 grams",v735172,2.66
1255,1996-10-01,Canada,"Evaporated milk, 385 millilitres",v735173,1.03
1256,1996-10-01,Canada,"Eggs, 1 dozen",v735174,1.76
1257,1996-10-01,Canada,"Bread, 675 grams",v735175,1.38
1258,1996-10-01,Canada,"Soda crackers, 450 grams",v735177,2.0
1259,1996-10-01,Canada,"Macaroni, 500 grams",v735178,1.0
1260,1996-10-01,Canada,"Flour, 2.5 kilograms",v735179,3.79
1261,1996-10-01,Canada,"Corn flakes, 675 grams",v735180,2.99
1262,1996-10-01,Canada,"Apples, 1 kilogram",v735181,2.35
1263,1996-10-01,Canada,"Bananas, 1 kilogram",v735182,1.19
1264,1996-10-01,Canada,"Grapefruits, 1 kilogram",v735183,1.87
1265,1996-10-01,Canada,"Oranges, 1 kilogram",v735184,2.44
1266,1996-10-01,Canada,"Apple juice, 1.36 litres",v735185,1.75
1267,1996-10-01,Canada,"Orange juice, 1 litre",v735186,1.66
1268,1996-10-01,Canada,"Cabbage, 1 kilogram",v735188,0.62
1269,1996-10-01,Canada,"Carrots, 1 kilogram",v735189,0.82
1270,1996-10-01,Canada,"Celery, 1 kilogram",v735190,1.0
1271,1996-10-01,Canada,"Mushrooms, 1 kilogram",v735191,5.43
1272,1996-10-01,Canada,"Onions, 1 kilogram",v735192,0.94
1273,1996-10-01,Canada,"Potatoes, 4.54 kilograms",v735193,2.35
1274,1996-10-01,Canada,"French fried potatoes, frozen, 1 kilogram",v735194,1.63
1275,1996-10-01,Canada,"Baked beans, canned, 398 millilitres",v735195,0.78
1276,1996-10-01,Canada,"Tomatoes, canned, 796 millilitres",v735196,1.16
1277,1996-10-01,Canada,"Tomato juice, 1.36 litres",v735197,1.47
1278,1996-10-01,Canada,"Ketchup, 1 litre",v735199,2.37
1279,1996-10-01,Canada,"Sugar, white, 2 kilograms",v735200,2.1
1280,1996-10-01,Canada,"Coffee, roasted, 300 grams",v735201,3.41
1281,1996-10-01,Canada,"Coffee, instant, 200 grams",v735202,5.93
1282,1996-10-01,Canada,Tea (72 bags),v735203,2.88
1283,1996-10-01,Canada,"Cooking or salad oil, 1 litre",v735204,3.09
1284,1996-10-01,Canada,"Soup, canned, 284 millilitres",v735205,0.73
1286,1996-10-01,Canada,"Peanut butter, 500 grams",v735207,2.67
1287,1996-10-01,Canada,"Fruit flavoured crystals, 2.25 litres",v735208,1.28
1288,1996-10-01,Canada,"Soft drinks, cola type, 2 litres",v735210,1.32
1289,1996-10-01,Canada,"Soft drinks, lemon-lime type, 2 litres",v735211,1.38
1298,1996-11-01,Canada,"Round steak, 1 kilogram",v735165,9.18
1299,1996-11-01,Canada,"Sirloin steak, 1 kilogram",v735176,10.51
1300,1996-11-01,Canada,"Prime rib roast, 1 kilogram",v735187,11.41
1301,1996-11-01,Canada,"Blade roast, 1 kilogram",v735198,6.35
1302,1996-11-01,Canada,"Stewing beef, 1 kilogram",v735209,6.48
1303,1996-11-01,Canada,"Ground beef, 1 kilogram",v735220,3.72
1304,1996-11-01,Canada,"Pork chops, 1 kilogram",v735221,9.38
1305,1996-11-01,Canada,"Butt roast, 1 kilogram",v735222,5.98
1306,1996-11-01,Canada,"Chicken, 1 kilogram",v735223,4.32
1307,1996-11-01,Canada,"Bacon, 500 grams",v735166,3.79
1308,1996-11-01,Canada,"Wieners, 450 grams",v735167,2.59
1309,1996-11-01,Canada,"Canned salmon, 213 grams",v735168,3.67
1310,1996-11-01,Canada,"Homogenized milk, 1 litre",v735169,1.37
1311,1996-11-01,Canada,"Partly skimmed milk, 1 litre",v735170,1.33
1312,1996-11-01,Canada,"Butter, 454 grams",v735171,2.92
1313,1996-11-01,Canada,"Processed cheese slices, 250 grams",v735172,2.73
1314,1996-11-01,Canada,"Evaporated milk, 385 millilitres",v735173,1.04
1315,1996-11-01,Canada,"Eggs, 1 dozen",v735174,1.73
1316,1996-11-01,Canada,"Bread, 675 grams",v735175,1.37
1317,1996-11-01,Canada,"Soda crackers, 450 grams",v735177,2.0
1318,1996-11-01,Canada,"Macaroni, 500 grams",v735178,1.01
1319,1996-11-01,Canada,"Flour, 2.5 kilograms",v735179,3.79
1320,1996-11-01,Canada,"Corn flakes, 675 grams",v735180,3.07
1321,1996-11-01,Canada,"Apples, 1 kilogram",v735181,2.19
1322,1996-11-01,Canada,"Bananas, 1 kilogram",v735182,1.26
1323,1996-11-01,Canada,"Grapefruits, 1 kilogram",v735183,1.33
1324,1996-11-01,Canada,"Oranges, 1 kilogram",v735184,2.05
1325,1996-11-01,Canada,"Apple juice, 1.36 litres",v735185,1.77
1326,1996-11-01,Canada,"Orange juice, 1 litre",v735186,1.64
1327,1996-11-01,Canada,"Cabbage, 1 kilogram",v735188,0.65
1328,1996-11-01,Canada,"Carrots, 1 kilogram",v735189,0.9
1329,1996-11-01,Canada,"Celery, 1 kilogram",v735190,1.47
1330,1996-11-01,Canada,"Mushrooms, 1 kilogram",v735191,5.37
1331,1996-11-01,Canada,"Onions, 1 kilogram",v735192,0.92
1332,1996-11-01,Canada,"Potatoes, 4.54 kilograms",v735193,2.33
1333,1996-11-01,Canada,"French fried potatoes, frozen, 1 kilogram",v735194,1.66
1334,1996-11-01,Canada,"Baked beans, canned, 398 millilitres",v735195,0.78
1335,1996-11-01,Canada,"Tomatoes, canned, 796 millilitres",v735196,1.17
1336,1996-11-01,Canada,"Tomato juice, 1.36 litres",v735197,1.5
1337,1996-11-01,Canada,"Ketchup, 1 litre",v735199,2.38
1338,1996-11-01,Canada,"Sugar, white, 2 kilograms",v735200,2.11
1339,1996-11-01,Canada,"Coffee, roasted, 300 grams",v735201,3.41
1340,1996-11-01,Canada,"Coffee, instant, 200 grams",v735202,5.91
1341,1996-11-01,Canada,Tea (72 bags),v735203,2.95
1342,1996-11-01,Canada,"Cooking or salad oil, 1 litre",v735204,3.09
1343,1996-11-01,Canada,"Soup, canned, 284 millilitres",v735205,0.73
1345,1996-11-01,Canada,"Peanut butter, 500 grams",v735207,2.67
1346,1996-11-01,Canada,"Fruit flavoured crystals, 2.25 litres",v735208,1.32
1347,1996-11-01,Canada,"Soft drinks, cola type, 2 litres",v735210,1.32
1348,1996-11-01,Canada,"Soft drinks, lemon-lime type, 2 litres",v735211,1.37
1357,1996-12-01,Canada,"Round steak, 1 kilogram",v735165,9.66
1358,1996-12-01,Canada,"Sirloin steak, 1 kilogram",v735176,10.52
1359,1996-12-01,Canada,"Prime rib roast, 1 kilogram",v735187,11.66
1360,1996-12-01,Canada,"Blade roast, 1 kilogram",v735198,6.41
1361,1996-12-01,Canada,"Stewing beef, 1 kilogram",v735209,6.83
1362,1996-12-01,Canada,"Ground beef, 1 kilogram",v735220,3.7
1363,1996-12-01,Canada,"Pork chops, 1 kilogram",v735221,9.4
1364,1996-12-01,Canada,"Butt roast, 1 kilogram",v735222,6.29
1365,1996-12-01,Canada,"Chicken, 1 kilogram",v735223,4.28
1366,1996-12-01,Canada,"Bacon, 500 grams",v735166,3.63
1367,1996-12-01,Canada,"Wieners, 450 grams",v735167,2.61
1368,1996-12-01,Canada,"Canned salmon, 213 grams",v735168,3.66
1369,1996-12-01,Canada,"Homogenized milk, 1 litre",v735169,1.37
1370,1996-12-01,Canada,"Partly skimmed milk, 1 litre",v735170,1.34
1371,1996-12-01,Canada,"Butter, 454 grams",v735171,2.93
1372,1996-12-01,Canada,"Processed cheese slices, 250 grams",v735172,2.78
1373,1996-12-01,Canada,"Evaporated milk, 385 millilitres",v735173,1.05
1374,1996-12-01,Canada,"Eggs, 1 dozen",v735174,1.79
1375,1996-12-01,Canada,"Bread, 675 grams",v735175,1.37
1376,1996-12-01,Canada,"Soda crackers, 450 grams",v735177,2.06
1377,1996-12-01,Canada,"Macaroni, 500 grams",v735178,0.96
1378,1996-12-01,Canada,"Flour, 2.5 kilograms",v735179,3.79
1379,1996-12-01,Canada,"Corn flakes, 675 grams",v735180,3.12
1380,1996-12-01,Canada,"Apples, 1 kilogram",v735181,2.21
1381,1996-12-01,Canada,"Bananas, 1 kilogram",v735182,1.27
1382,1996-12-01,Canada,"Grapefruits, 1 kilogram",v735183,1.29
1383,1996-12-01,Canada,"Oranges, 1 kilogram",v735184,1.76
1384,1996-12-01,Canada,"Apple juice, 1.36 litres",v735185,1.74
1385,1996-12-01,Canada,"Orange juice, 1 litre",v735186,1.66
1386,1996-12-01,Canada,"Cabbage, 1 kilogram",v735188,0.74
1387,1996-12-01,Canada,"Carrots, 1 kilogram",v735189,0.95
1388,1996-12-01,Canada,"Celery, 1 kilogram",v735190,1.54
1389,1996-12-01,Canada,"Mushrooms, 1 kilogram",v735191,5.39
1390,1996-12-01,Canada,"Onions, 1 kilogram",v735192,0.89
1391,1996-12-01,Canada,"Potatoes, 4.54 kilograms",v735193,2.31
1392,1996-12-01,Canada,"French fried potatoes, frozen, 1 kilogram",v735194,1.69
1393,1996-12-01,Canada,"Baked beans, canned, 398 millilitres",v735195,0.81
1394,1996-12-01,Canada,"Tomatoes, canned, 796 millilitres",v735196,1.18
1395,1996-12-01,Canada,"Tomato juice, 1.36 litres",v735197,1.45
1396,1996-12-01,Canada,"Ketchup, 1 litre",v735199,2.42
1397,1996-12-01,Canada,"Sugar, white, 2 kilograms",v735200,2.08
1398,1996-12-01,Canada,"Coffee, roasted, 300 grams",v735201,3.39
1399,1996-12-01,Canada,"Coffee, instant, 200 grams",v735202,5.77
1400,1996-12-01,Canada,Tea (72 bags),v735203,2.93
1401,1996-12-01,Canada,"Cooking or salad oil, 1 litre",v735204,3.11
1402,1996-12-01,Canada,"Soup, canned, 284 millilitres",v735205,0.74
1404,1996-12-01,Canada,"Peanut butter, 500 grams",v735207,2.62
1405,1996-12-01,Canada,"Fruit flavoured crystals, 2.25 litres",v735208,1.29
1406,1996-12-01,Canada,"Soft drinks, cola type, 2 litres",v735210,1.22
1407,1996-12-01,Canada,"Soft drinks, lemon-lime type, 2 litres",v735211,1.29
1416,1997-01-01,Canada,"Round steak, 1 kilogram",v735165,9.7
1417,1997-01-01,Canada,"Sirloin steak, 1 kilogram",v735176,10.67
1418,1997-01-01,Canada,"Prime rib roast, 1 kilogram",v735187,11.67
1419,1997-01-01,Canada,"Blade roast, 1 kilogram",v735198,6.38
1420,1997-01-01,Canada,"Stewing beef, 1 kilogram",v735209,6.62
1421,1997-01-01,Canada,"Ground beef, 1 kilogram",v735220,3.68
1422,1997-01-01,Canada,"Pork chops, 1 kilogram",v735221,9.73
1423,1997-01-01,Canada,"Butt roast, 1 kilogram",v735222,6.0
1424,1997-01-01,Canada,"Chicken, 1 kilogram",v735223,4.26
1425,1997-01-01,Canada,"Bacon, 500 grams",v735166,3.63
1426,1997-01-01,Canada,"Wieners, 450 grams",v735167,2.62
1427,1997-01-01,Canada,"Canned salmon, 213 grams",v735168,3.68
1428,1997-01-01,Canada,"Homogenized milk, 1 litre",v735169,1.38
1429,1997-01-01,Canada,"Partly skimmed milk, 1 litre",v735170,1.34
1430,1997-01-01,Canada,"Butter, 454 grams",v735171,2.94
1431,1997-01-01,Canada,"Processed cheese slices, 250 grams",v735172,2.78
1432,1997-01-01,Canada,"Evaporated milk, 385 millilitres",v735173,1.04
1433,1997-01-01,Canada,"Eggs, 1 dozen",v735174,1.78
1434,1997-01-01,Canada,"Bread, 675 grams",v735175,1.36
1435,1997-01-01,Canada,"Soda crackers, 450 grams",v735177,1.96
1436,1997-01-01,Canada,"Macaroni, 500 grams",v735178,0.97
1437,1997-01-01,Canada,"Flour, 2.5 kilograms",v735179,3.86
1438,1997-01-01,Canada,"Corn flakes, 675 grams",v735180,3.1
1439,1997-01-01,Canada,"Apples, 1 kilogram",v735181,2.26
1440,1997-01-01,Canada,"Bananas, 1 kilogram",v735182,1.29
1441,1997-01-01,Canada,"Grapefruits, 1 kilogram",v735183,1.28
1442,1997-01-01,Canada,"Oranges, 1 kilogram",v735184,1.69
1443,1997-01-01,Canada,"Apple juice, 1.36 litres",v735185,1.75
1444,1997-01-01,Canada,"Orange juice, 1 litre",v735186,1.68
1445,1997-01-01,Canada,"Cabbage, 1 kilogram",v735188,0.76
1446,1997-01-01,Canada,"Carrots, 1 kilogram",v735189,0.99
1447,1997-01-01,Canada,"Celery, 1 kilogram",v735190,1.76
1448,1997-01-01,Canada,"Mushrooms, 1 kilogram",v735191,5.42
1449,1997-01-01,Canada,"Onions, 1 kilogram",v735192,0.89
1450,1997-01-01,Canada,"Potatoes, 4.54 kilograms",v735193,2.29
1451,1997-01-01,Canada,"French fried potatoes, frozen, 1 kilogram",v735194,1.68
1452,1997-01-01,Canada,"Baked beans, canned, 398 millilitres",v735195,0.79
1453,1997-01-01,Canada,"Tomatoes, canned, 796 millilitres",v735196,1.17
1454,1997-01-01,Canada,"Tomato juice, 1.36 litres",v735197,1.53
1455,1997-01-01,Canada,"Ketchup, 1 litre",v735199,2.39
1456,1997-01-01,Canada,"Sugar, white, 2 kilograms",v735200,2.06
1457,1997-01-01,Canada,"Coffee, roasted, 300 grams",v735201,3.44
1458,1997-01-01,Canada,"Coffee, instant, 200 grams",v735202,5.78
1459,1997-01-01,Canada,Tea (72 bags),v735203,2.97
1460,1997-01-01,Canada,"Cooking or salad oil, 1 litre",v735204,3.15
1461,1997-01-01,Canada,"Soup, canned, 284 millilitres",v735205,0.73
1463,1997-01-01,Canada,"Peanut butter, 500 grams",v735207,2.69
1464,1997-01-01,Canada,"Fruit flavoured crystals, 2.25 litres",v735208,1.32
1465,1997-01-01,Canada,"Soft drinks, cola type, 2 litres",v735210,1.26
1466,1997-01-01,Canada,"Soft drinks, lemon-lime type, 2 litres",v735211,1.32
1475,1997-02-01,Canada,"Round steak, 1 kilogram",v735165,9.55
1476,1997-02-01,Canada,"Sirloin steak, 1 kilogram",v735176,10.62
1477,1997-02-01,Canada,"Prime rib roast, 1 kilogram",v735187,11.53
1478,1997-02-01,Canada,"Blade roast, 1 kilogram",v735198,6.37
1479,1997-02-01,Canada,"Stewing beef, 1 kilogram",v735209,6.68
1480,1997-02-01,Canada,"Ground beef, 1 kilogram",v735220,3.68
1481,1997-02-01,Canada,"Pork chops, 1 kilogram",v735221,9.33
1482,1997-02-01,Canada,"Butt roast, 1 kilogram",v735222,5.83
1483,1997-02-01,Canada,"Chicken, 1 kilogram",v735223,4.22
1484,1997-02-01,Canada,"Bacon, 500 grams",v735166,3.65
1485,1997-02-01,Canada,"Wieners, 450 grams",v735167,2.52
1486,1997-02-01,Canada,"Canned salmon, 213 grams",v735168,3.66
1487,1997-02-01,Canada,"Homogenized milk, 1 litre",v735169,1.38
1488,1997-02-01,Canada,"Partly skimmed milk, 1 litre",v735170,1.34
1489,1997-02-01,Canada,"Butter, 454 grams",v735171,2.95
1490,1997-02-01,Canada,"Processed cheese slices, 250 grams",v735172,2.76
1491,1997-02-01,Canada,"Evaporated milk, 385 millilitres",v735173,1.04
1492,1997-02-01,Canada,"Eggs, 1 dozen",v735174,1.76
1493,1997-02-01,Canada,"Bread, 675 grams",v735175,1.37
1494,1997-02-01,Canada,"Soda crackers, 450 grams",v735177,1.99
1495,1997-02-01,Canada,"Macaroni, 500 grams",v735178,0.97
1496,1997-02-01,Canada,"Flour, 2.5 kilograms",v735179,3.72
1497,1997-02-01,Canada,"Corn flakes, 675 grams",v735180,2.97
1498,1997-02-01,Canada,"Apples, 1 kilogram",v735181,2.25
1499,1997-02-01,Canada,"Bananas, 1 kilogram",v735182,1.34
1500,1997-02-01,Canada,"Grapefruits, 1 kilogram",v735183,1.26
1501,1997-02-01,Canada,"Oranges, 1 kilogram",v735184,1.7
1502,1997-02-01,Canada,"Apple juice, 1.36 litres",v735185,1.7
1503,1997-02-01,Canada,"Orange juice, 1 litre",v735186,1.64
1504,1997-02-01,Canada,"Cabbage, 1 kilogram",v735188,0.8
1505,1997-02-01,Canada,"Carrots, 1 kilogram",v735189,1.04
1506,1997-02-01,Canada,"Celery, 1 kilogram",v735190,2.05
1507,1997-02-01,Canada,"Mushrooms, 1 kilogram",v735191,5.5
1508,1997-02-01,Canada,"Onions, 1 kilogram",v735192,0.88
1509,1997-02-01,Canada,"Potatoes, 4.54 kilograms",v735193,2.29
1510,1997-02-01,Canada,"French fried potatoes, frozen, 1 kilogram",v735194,1.67
1511,1997-02-01,Canada,"Baked beans, canned, 398 millilitres",v735195,0.79
1512,1997-02-01,Canada,"Tomatoes, canned, 796 millilitres",v735196,1.19
1513,1997-02-01,Canada,"Tomato juice, 1.36 litres",v735197,1.46
1514,1997-02-01,Canada,"Ketchup, 1 litre",v735199,2.37
1515,1997-02-01,Canada,"Sugar, white, 2 kilograms",v735200,2.1
1516,1997-02-01,Canada,"Coffee, roasted, 300 grams",v735201,3.4
1517,1997-02-01,Canada,"Coffee, instant, 200 grams",v735202,5.7
1518,1997-02-01,Canada,Tea (72 bags),v735203,2.97
1519,1997-02-01,Canada,"Cooking or salad oil, 1 litre",v735204,3.06
1520,1997-02-01,Canada,"Soup, canned, 284 millilitres",v735205,0.72
1522,1997-02-01,Canada,"Peanut butter, 500 grams",v735207,2.59
1523,1997-02-01,Canada,"Fruit flavoured crystals, 2.25 litres",v735208,1.28
1524,1997-02-01,Canada,"Soft drinks, cola type, 2 litres",v735210,1.29
1525,1997-02-01,Canada,"Soft drinks, lemon-lime type, 2 litres",v735211,1.36
1534,1997-03-01,Canada,"Round steak, 1 kilogram",v735165,9.23
1535,1997-03-01,Canada,"Sirloin steak, 1 kilogram",v735176,10.67
1536,1997-03-01,Canada,"Prime rib roast, 1 kilogram",v735187,11.78
1537,1997-03-01,Canada,"Blade roast, 1 kilogram",v735198,6.24
1538,1997-03-01,Canada,"Stewing beef, 1 kilogram",v735209,6.81
1539,1997-03-01,Canada,"Ground beef, 1 kilogram",v735220,3.67
1540,1997-03-01,Canada,"Pork chops, 1 kilogram",v735221,9.45
1541,1997-03-01,Canada,"Butt roast, 1 kilogram",v735222,6.0
1542,1997-03-01,Canada,"Chicken, 1 kilogram",v735223,4.13
1543,1997-03-01,Canada,"Bacon, 500 grams",v735166,3.64
1544,1997-03-01,Canada,"Wieners, 450 grams",v735167,2.5
1545,1997-03-01,Canada,"Canned salmon, 213 grams",v735168,3.6
1546,1997-03-01,Canada,"Homogenized milk, 1 litre",v735169,1.39
1547,1997-03-01,Canada,"Partly skimmed milk, 1 litre",v735170,1.34
1548,1997-03-01,Canada,"Butter, 454 grams",v735171,2.94
1549,1997-03-01,Canada,"Processed cheese slices, 250 grams",v735172,2.77
1550,1997-03-01,Canada,"Evaporated milk, 385 millilitres",v735173,1.04
1551,1997-03-01,Canada,"Eggs, 1 dozen",v735174,1.74
1552,1997-03-01,Canada,"Bread, 675 grams",v735175,1.36
1553,1997-03-01,Canada,"Soda crackers, 450 grams",v735177,1.92
1554,1997-03-01,Canada,"Macaroni, 500 grams",v735178,1.0
1555,1997-03-01,Canada,"Flour, 2.5 kilograms",v735179,3.69
1556,1997-03-01,Canada,"Corn flakes, 675 grams",v735180,2.96
1557,1997-03-01,Canada,"Apples, 1 kilogram",v735181,2.18
1558,1997-03-01,Canada,"Bananas, 1 kilogram",v735182,1.36
1559,1997-03-01,Canada,"Grapefruits, 1 kilogram",v735183,1.3
1560,1997-03-01,Canada,"Oranges, 1 kilogram",v735184,1.58
1561,1997-03-01,Canada,"Apple juice, 1.36 litres",v735185,1.73
1562,1997-03-01,Canada,"Orange juice, 1 litre",v735186,1.69
1563,1997-03-01,Canada,"Cabbage, 1 kilogram",v735188,0.83
1564,1997-03-01,Canada,"Carrots, 1 kilogram",v735189,1.12
1565,1997-03-01,Canada,"Celery, 1 kilogram",v735190,1.77
1566,1997-03-01,Canada,"Mushrooms, 1 kilogram",v735191,5.47
1567,1997-03-01,Canada,"Onions, 1 kilogram",v735192,0.88
1568,1997-03-01,Canada,"Potatoes, 4.54 kilograms",v735193,2.3
1569,1997-03-01,Canada,"French fried potatoes, frozen, 1 kilogram",v735194,1.62
1570,1997-03-01,Canada,"Baked beans, canned, 398 millilitres",v735195,0.79
1571,1997-03-01,Canada,"Tomatoes, canned, 796 millilitres",v735196,1.17
1572,1997-03-01,Canada,"Tomato juice, 1.36 litres",v735197,1.47
1573,1997-03-01,Canada,"Ketchup, 1 litre",v735199,2.37
1574,1997-03-01,Canada,"Sugar, white, 2 kilograms",v735200,2.11
1575,1997-03-01,Canada,"Coffee, roasted, 300 grams",v735201,3.47
1576,1997-03-01,Canada,"Coffee, instant, 200 grams",v735202,5.63
1577,1997-03-01,Canada,Tea (72 bags),v735203,2.98
1578,1997-03-01,Canada,"Cooking or salad oil, 1 litre",v735204,3.08
1579,1997-03-01,Canada,"Soup, canned, 284 millilitres",v735205,0.7
1581,1997-03-01,Canada,"Peanut butter, 500 grams",v735207,2.59
1582,1997-03-01,Canada,"Fruit flavoured crystals, 2.25 litres",v735208,1.27
1583,1997-03-01,Canada,"Soft drinks, cola type, 2 litres",v735210,1.26
1584,1997-03-01,Canada,"Soft drinks, lemon-lime type, 2 litres",v735211,1.33
1593,1997-04-01,Canada,"Round steak, 1 kilogram",v735165,9.43
1594,1997-04-01,Canada,"Sirloin steak, 1 kilogram",v735176,10.84
1595,1997-04-01,Canada,"Prime rib roast, 1 kilogram",v735187,11.84
1596,1997-04-01,Canada,"Blade roast, 1 kilogram",v735198,6.21
1597,1997-04-01,Canada,"Stewing beef, 1 kilogram",v735209,6.82
1598,1997-04-01,Canada,"Ground beef, 1 kilogram",v735220,3.64
1599,1997-04-01,Canada,"Pork chops, 1 kilogram",v735221,9.63
1600,1997-04-01,Canada,"Butt roast, 1 kilogram",v735222,6.0
1601,1997-04-01,Canada,"Chicken, 1 kilogram",v735223,4.18
1602,1997-04-01,Canada,"Bacon, 500 grams",v735166,3.63
1603,1997-04-01,Canada,"Wieners, 450 grams",v735167,2.46
1604,1997-04-01,Canada,"Canned salmon, 213 grams",v735168,3.57
1605,1997-04-01,Canada,"Homogenized milk, 1 litre",v735169,1.38
1606,1997-04-01,Canada,"Partly skimmed milk, 1 litre",v735170,1.34
1607,1997-04-01,Canada,"Butter, 454 grams",v735171,2.91
1608,1997-04-01,Canada,"Processed cheese slices, 250 grams",v735172,2.74
1609,1997-04-01,Canada,"Evaporated milk, 385 millilitres",v735173,1.05
1610,1997-04-01,Canada,"Eggs, 1 dozen",v735174,1.75
1611,1997-04-01,Canada,"Bread, 675 grams",v735175,1.34
1612,1997-04-01,Canada,"Soda crackers, 450 grams",v735177,1.95
1613,1997-04-01,Canada,"Macaroni, 500 grams",v735178,0.98
1614,1997-04-01,Canada,"Flour, 2.5 kilograms",v735179,3.7
1615,1997-04-01,Canada,"Corn flakes, 675 grams",v735180,2.94
1616,1997-04-01,Canada,"Apples, 1 kilogram",v735181,2.22
1617,1997-04-01,Canada,"Bananas, 1 kilogram",v735182,1.19
1618,1997-04-01,Canada,"Grapefruits, 1 kilogram",v735183,1.24
1619,1997-04-01,Canada,"Oranges, 1 kilogram",v735184,1.72
1620,1997-04-01,Canada,"Apple juice, 1.36 litres",v735185,1.71
1621,1997-04-01,Canada,"Orange juice, 1 litre",v735186,1.67
1622,1997-04-01,Canada,"Cabbage, 1 kilogram",v735188,1.01
1623,1997-04-01,Canada,"Carrots, 1 kilogram",v735189,1.27
1624,1997-04-01,Canada,"Celery, 1 kilogram",v735190,1.52
1625,1997-04-01,Canada,"Mushrooms, 1 kilogram",v735191,5.4
1626,1997-04-01,Canada,"Onions, 1 kilogram",v735192,0.88
1627,1997-04-01,Canada,"Potatoes, 4.54 kilograms",v735193,2.4
1628,1997-04-01,Canada,"French fried potatoes, frozen, 1 kilogram",v735194,1.66
1629,1997-04-01,Canada,"Baked beans, canned, 398 millilitres",v735195,0.77
1630,1997-04-01,Canada,"Tomatoes, canned, 796 millilitres",v735196,1.19
1631,1997-04-01,Canada,"Tomato juice, 1.36 litres",v735197,1.46
1632,1997-04-01,Canada,"Ketchup, 1 litre",v735199,2.38
1633,1997-04-01,Canada,"Sugar, white, 2 kilograms",v735200,2.12
1634,1997-04-01,Canada,"Coffee, roasted, 300 grams",v735201,3.58
1635,1997-04-01,Canada,"Coffee, instant, 200 grams",v735202,5.62
1636,1997-04-01,Canada,Tea (72 bags),v735203,3.02
1637,1997-04-01,Canada,"Cooking or salad oil, 1 litre",v735204,3.07
1638,1997-04-01,Canada,"Soup, canned, 284 millilitres",v735205,0.72
1640,1997-04-01,Canada,"Peanut butter, 500 grams",v735207,2.6
1641,1997-04-01,Canada,"Fruit flavoured crystals, 2.25 litres",v735208,1.29
1642,1997-04-01,Canada,"Soft drinks, cola type, 2 litres",v735210,1.24
1643,1997-04-01,Canada,"Soft drinks, lemon-lime type, 2 litres",v735211,1.29
1652,1997-05-01,Canada,"Round steak, 1 kilogram",v735165,9.17
1653,1997-05-01,Canada,"Sirloin steak, 1 kilogram",v735176,10.75
1654,1997-05-01,Canada,"Prime rib roast, 1 kilogram",v735187,12.03
1655,1997-05-01,Canada,"Blade roast, 1 kilogram",v735198,5.96
1656,1997-05-01,Canada,"Stewing beef, 1 kilogram",v735209,6.79
1657,1997-05-01,Canada,"Ground beef, 1 kilogram",v735220,3.65
1658,1997-05-01,Canada,"Pork chops, 1 kilogram",v735221,10.03
1659,1997-05-01,Canada,"Butt roast, 1 kilogram",v735222,6.45
1660,1997-05-01,Canada,"Chicken, 1 kilogram",v735223,4.15
1661,1997-05-01,Canada,"Bacon, 500 grams",v735166,3.77
1662,1997-05-01,Canada,"Wieners, 450 grams",v735167,2.42
1663,1997-05-01,Canada,"Canned salmon, 213 grams",v735168,3.56
1664,1997-05-01,Canada,"Homogenized milk, 1 litre",v735169,1.39
1665,1997-05-01,Canada,"Partly skimmed milk, 1 litre",v735170,1.34
1666,1997-05-01,Canada,"Butter, 454 grams",v735171,2.95
1667,1997-05-01,Canada,"Processed cheese slices, 250 grams",v735172,2.74
1668,1997-05-01,Canada,"Evaporated milk, 385 millilitres",v735173,1.05
1669,1997-05-01,Canada,"Eggs, 1 dozen",v735174,1.79
1670,1997-05-01,Canada,"Bread, 675 grams",v735175,1.35
