REF_DATE,GEO,DGUID,Products,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
Sep-23,Newfoundland and Labrador,2016A000210,"Frozen mixed vegetables, 750 grams ",Dollars,81,units,0,v1353834360,1.54,4.39,,,,2
Jan-23,Newfoundland and Labrador,2016A000210,"Frozen peas, 750 grams",Dollars,81,units,0,v1353834361,1.55,3.48,,,,2
Feb-23,Newfoundland and Labrador,2016A000210,"Frozen peas, 750 grams",Dollars,81,units,0,v1353834361,1.55,3.67,,,,2
Mar-23,Newfoundland and Labrador,2016A000210,"Frozen peas, 750 grams",Dollars,81,units,0,v1353834361,1.55,3.76,,,,2
Apr-23,Newfoundland and Labrador,2016A000210,"Frozen peas, 750 grams",Dollars,81,units,0,v1353834361,1.55,3.61,,,,2
May-23,Newfoundland and Labrador,2016A000210,"Frozen peas, 750 grams",Dollars,81,units,0,v1353834361,1.55,3.76,,,,2
Jun-23,Newfoundland and Labrador,2016A000210,"Frozen peas, 750 grams",Dollars,81,units,0,v1353834361,1.55,3.73,,,,2
Jul-23,Newfoundland and Labrador,2016A000210,"Frozen peas, 750 grams",Dollars,81,units,0,v1353834361,1.55,3.81,,,,2
Aug-23,Newfoundland and Labrador,2016A000210,"Frozen peas, 750 grams",Dollars,81,units,0,v1353834361,1.55,3.93,,,,2
Sep-23,Newfoundland and Labrador,2016A000210,"Frozen peas, 750 grams",Dollars,81,units,0,v1353834361,1.55,3.63,,,,2
Jan-23,Newfoundland and Labrador,2016A000210,"Frozen pizza, 390 grams",Dollars,81,units,0,v1458869948,1.87,4.66,,,,2
Feb-23,Newfoundland and Labrador,2016A000210,"Frozen pizza, 390 grams",Dollars,81,units,0,v1458869948,1.87,4.57,,,,2
Mar-23,Newfoundland and Labrador,2016A000210,"Frozen pizza, 390 grams",Dollars,81,units,0,v1458869948,1.87,4.46,,,,2
Apr-23,Newfoundland and Labrador,2016A000210,"Frozen pizza, 390 grams",Dollars,81,units,0,v1458869948,1.87,4.72,,,,2
May-23,Newfoundland and Labrador,2016A000210,"Frozen pizza, 390 grams",Dollars,81,units,0,v1458869948,1.87,4.47,,,,2
Jun-23,Newfoundland and Labrador,2016A000210,"Frozen pizza, 390 grams",Dollars,81,units,0,v1458869948,1.87,4.95,,,,2
Jul-23,Newfoundland and Labrador,2016A000210,"Frozen pizza, 390 grams",Dollars,81,units,0,v1458869948,1.87,5.03,,,,2
Aug-23,Newfoundland and Labrador,2016A000210,"Frozen pizza, 390 grams",Dollars,81,units,0,v1458869948,1.87,5.11,,,,2
Sep-23,Newfoundland and Labrador,2016A000210,"Frozen pizza, 390 grams",Dollars,81,units,0,v1458869948,1.87,4.95,,,,2
Jan-23,Newfoundland and Labrador,2016A000210,"Frozen spinach, 300 grams",Dollars,81,units,0,v1458869949,1.88,2.24,,,,2
Feb-23,Newfoundland and Labrador,2016A000210,"Frozen spinach, 300 grams",Dollars,81,units,0,v1458869949,1.88,2.5,,,,2
Mar-23,Newfoundland and Labrador,2016A000210,"Frozen spinach, 300 grams",Dollars,81,units,0,v1458869949,1.88,2.56,,,,2
Apr-23,Newfoundland and Labrador,2016A000210,"Frozen spinach, 300 grams",Dollars,81,units,0,v1458869949,1.88,2.33,,,,2
May-23,Newfoundland and Labrador,2016A000210,"Frozen spinach, 300 grams",Dollars,81,units,0,v1458869949,1.88,2.42,,,,2
Jun-23,Newfoundland and Labrador,2016A000210,"Frozen spinach, 300 grams",Dollars,81,units,0,v1458869949,1.88,2.46,,,,2
Jul-23,Newfoundland and Labrador,2016A000210,"Frozen spinach, 300 grams",Dollars,81,units,0,v1458869949,1.88,2.41,,,,2
Aug-23,Newfoundland and Labrador,2016A000210,"Frozen spinach, 300 grams",Dollars,81,units,0,v1458869949,1.88,2.43,,,,2
Sep-23,Newfoundland and Labrador,2016A000210,"Frozen spinach, 300 grams",Dollars,81,units,0,v1458869949,1.88,2.52,,,,2
Jan-23,Newfoundland and Labrador,2016A000210,"Frozen strawberries, 600 grams",Dollars,81,units,0,v1458869950,1.89,5.43,,,,2
Feb-23,Newfoundland and Labrador,2016A000210,"Frozen strawberries, 600 grams",Dollars,81,units,0,v1458869950,1.89,5.5,,,,2
Mar-23,Newfoundland and Labrador,2016A000210,"Frozen strawberries, 600 grams",Dollars,81,units,0,v1458869950,1.89,5.26,,,,2
Apr-23,Newfoundland and Labrador,2016A000210,"Frozen strawberries, 600 grams",Dollars,81,units,0,v1458869950,1.89,5.23,,,,2
May-23,Newfoundland and Labrador,2016A000210,"Frozen strawberries, 600 grams",Dollars,81,units,0,v1458869950,1.89,5.02,,,,2
Jun-23,Newfoundland and Labrador,2016A000210,"Frozen strawberries, 600 grams",Dollars,81,units,0,v1458869950,1.89,4.71,,,,2
Jul-23,Newfoundland and Labrador,2016A000210,"Frozen strawberries, 600 grams",Dollars,81,units,0,v1458869950,1.89,5.12,,,,2
Aug-23,Newfoundland and Labrador,2016A000210,"Frozen strawberries, 600 grams",Dollars,81,units,0,v1458869950,1.89,5.18,,,,2
Sep-23,Newfoundland and Labrador,2016A000210,"Frozen strawberries, 600 grams",Dollars,81,units,0,v1458869950,1.89,4.68,,,,2
Jan-23,Newfoundland and Labrador,2016A000210,"White bread, 675 grams",Dollars,81,units,0,v1353834362,1.56,3.84,,,,2
Feb-23,Newfoundland and Labrador,2016A000210,"White bread, 675 grams",Dollars,81,units,0,v1353834362,1.56,3.88,,,,2
Mar-23,Newfoundland and Labrador,2016A000210,"White bread, 675 grams",Dollars,81,units,0,v1353834362,1.56,3.89,,,,2
Apr-23,Newfoundland and Labrador,2016A000210,"White bread, 675 grams",Dollars,81,units,0,v1353834362,1.56,3.93,,,,2
May-23,Newfoundland and Labrador,2016A000210,"White bread, 675 grams",Dollars,81,units,0,v1353834362,1.56,4.03,,,,2
Jun-23,Newfoundland and Labrador,2016A000210,"White bread, 675 grams",Dollars,81,units,0,v1353834362,1.56,4.06,,,,2
Jul-23,Newfoundland and Labrador,2016A000210,"White bread, 675 grams",Dollars,81,units,0,v1353834362,1.56,4.05,,,,2
Aug-23,Newfoundland and Labrador,2016A000210,"White bread, 675 grams",Dollars,81,units,0,v1353834362,1.56,3.98,,,,2
Sep-23,Newfoundland and Labrador,2016A000210,"White bread, 675 grams",Dollars,81,units,0,v1353834362,1.56,4.03,,,,2
Jan-23,Newfoundland and Labrador,2016A000210,"Flatbread and pita, 500 grams ",Dollars,81,units,0,v1458869947,1.9,4.78,,,,2
Feb-23,Newfoundland and Labrador,2016A000210,"Flatbread and pita, 500 grams ",Dollars,81,units,0,v1458869947,1.9,4.87,,,,2
Mar-23,Newfoundland and Labrador,2016A000210,"Flatbread and pita, 500 grams ",Dollars,81,units,0,v1458869947,1.9,4.88,,,,2
Apr-23,Newfoundland and Labrador,2016A000210,"Flatbread and pita, 500 grams ",Dollars,81,units,0,v1458869947,1.9,4.9,,,,2
May-23,Newfoundland and Labrador,2016A000210,"Flatbread and pita, 500 grams ",Dollars,81,units,0,v1458869947,1.9,5.03,,,,2
Jun-23,Newfoundland and Labrador,2016A000210,"Flatbread and pita, 500 grams ",Dollars,81,units,0,v1458869947,1.9,5,,,,2
Jul-23,Newfoundland and Labrador,2016A000210,"Flatbread and pita, 500 grams ",Dollars,81,units,0,v1458869947,1.9,4.95,,,,2
Aug-23,Newfoundland and Labrador,2016A000210,"Flatbread and pita, 500 grams ",Dollars,81,units,0,v1458869947,1.9,5.01,,,,2
Sep-23,Newfoundland and Labrador,2016A000210,"Flatbread and pita, 500 grams ",Dollars,81,units,0,v1458869947,1.9,5.05,,,,2
Jan-23,Newfoundland and Labrador,2016A000210,"Crackers and crisp breads, 200 grams ",Dollars,81,units,0,v1458869945,1.91,3.17,,,,2
Feb-23,Newfoundland and Labrador,2016A000210,"Crackers and crisp breads, 200 grams ",Dollars,81,units,0,v1458869945,1.91,3.11,,,,2
Mar-23,Newfoundland and Labrador,2016A000210,"Crackers and crisp breads, 200 grams ",Dollars,81,units,0,v1458869945,1.91,3.05,,,,2
Apr-23,Newfoundland and Labrador,2016A000210,"Crackers and crisp breads, 200 grams ",Dollars,81,units,0,v1458869945,1.91,3.1,,,,2
May-23,Newfoundland and Labrador,2016A000210,"Crackers and crisp breads, 200 grams ",Dollars,81,units,0,v1458869945,1.91,3.05,,,,2
Jun-23,Newfoundland and Labrador,2016A000210,"Crackers and crisp breads, 200 grams ",Dollars,81,units,0,v1458869945,1.91,3.07,,,,2
Jul-23,Newfoundland and Labrador,2016A000210,"Crackers and crisp breads, 200 grams ",Dollars,81,units,0,v1458869945,1.91,3.2,,,,2
Aug-23,Newfoundland and Labrador,2016A000210,"Crackers and crisp breads, 200 grams ",Dollars,81,units,0,v1458869945,1.91,3.22,,,,2
Sep-23,Newfoundland and Labrador,2016A000210,"Crackers and crisp breads, 200 grams ",Dollars,81,units,0,v1458869945,1.91,3.19,,,,2
Jan-23,Newfoundland and Labrador,2016A000210,"Cookies and sweet biscuits, 300 grams ",Dollars,81,units,0,v1458869944,1.92,3.3,,,,2
Feb-23,Newfoundland and Labrador,2016A000210,"Cookies and sweet biscuits, 300 grams ",Dollars,81,units,0,v1458869944,1.92,3.47,,,,2
Mar-23,Newfoundland and Labrador,2016A000210,"Cookies and sweet biscuits, 300 grams ",Dollars,81,units,0,v1458869944,1.92,3.57,,,,2
Apr-23,Newfoundland and Labrador,2016A000210,"Cookies and sweet biscuits, 300 grams ",Dollars,81,units,0,v1458869944,1.92,3.72,,,,2
May-23,Newfoundland and Labrador,2016A000210,"Cookies and sweet biscuits, 300 grams ",Dollars,81,units,0,v1458869944,1.92,3.62,,,,2
Jun-23,Newfoundland and Labrador,2016A000210,"Cookies and sweet biscuits, 300 grams ",Dollars,81,units,0,v1458869944,1.92,3.41,,,,2
Jul-23,Newfoundland and Labrador,2016A000210,"Cookies and sweet biscuits, 300 grams ",Dollars,81,units,0,v1458869944,1.92,3.69,,,,2
Aug-23,Newfoundland and Labrador,2016A000210,"Cookies and sweet biscuits, 300 grams ",Dollars,81,units,0,v1458869944,1.92,3.66,,,,2
Sep-23,Newfoundland and Labrador,2016A000210,"Cookies and sweet biscuits, 300 grams ",Dollars,81,units,0,v1458869944,1.92,3.44,,,,2
Jan-23,Newfoundland and Labrador,2016A000210,"Dry or fresh pasta, 500 grams",Dollars,81,units,0,v1353834363,1.57,3.25,,,,2
Feb-23,Newfoundland and Labrador,2016A000210,"Dry or fresh pasta, 500 grams",Dollars,81,units,0,v1353834363,1.57,3.75,,,,2
Mar-23,Newfoundland and Labrador,2016A000210,"Dry or fresh pasta, 500 grams",Dollars,81,units,0,v1353834363,1.57,4.08,,,,2
Apr-23,Newfoundland and Labrador,2016A000210,"Dry or fresh pasta, 500 grams",Dollars,81,units,0,v1353834363,1.57,4.01,,,,2
May-23,Newfoundland and Labrador,2016A000210,"Dry or fresh pasta, 500 grams",Dollars,81,units,0,v1353834363,1.57,3.68,,,,2
Jun-23,Newfoundland and Labrador,2016A000210,"Dry or fresh pasta, 500 grams",Dollars,81,units,0,v1353834363,1.57,3.56,,,,2
Jul-23,Newfoundland and Labrador,2016A000210,"Dry or fresh pasta, 500 grams",Dollars,81,units,0,v1353834363,1.57,3.53,,,,2
Aug-23,Newfoundland and Labrador,2016A000210,"Dry or fresh pasta, 500 grams",Dollars,81,units,0,v1353834363,1.57,4.17,,,,2
Sep-23,Newfoundland and Labrador,2016A000210,"Dry or fresh pasta, 500 grams",Dollars,81,units,0,v1353834363,1.57,3.7,,,,2
Jan-23,Newfoundland and Labrador,2016A000210,"Brown rice, 900 grams ",Dollars,81,units,0,v1458869939,1.93,5.61,,,,2
Feb-23,Newfoundland and Labrador,2016A000210,"Brown rice, 900 grams ",Dollars,81,units,0,v1458869939,1.93,6.07,,,,2
Mar-23,Newfoundland and Labrador,2016A000210,"Brown rice, 900 grams ",Dollars,81,units,0,v1458869939,1.93,5.93,,,,2
Apr-23,Newfoundland and Labrador,2016A000210,"Brown rice, 900 grams ",Dollars,81,units,0,v1458869939,1.93,5.62,,,,2
May-23,Newfoundland and Labrador,2016A000210,"Brown rice, 900 grams ",Dollars,81,units,0,v1458869939,1.93,5.89,,,,2
Jun-23,Newfoundland and Labrador,2016A000210,"Brown rice, 900 grams ",Dollars,81,units,0,v1458869939,1.93,5.99,,,,2
Jul-23,Newfoundland and Labrador,2016A000210,"Brown rice, 900 grams ",Dollars,81,units,0,v1458869939,1.93,5.64,,,,2
Aug-23,Newfoundland and Labrador,2016A000210,"Brown rice, 900 grams ",Dollars,81,units,0,v1458869939,1.93,5.77,,,,2
Sep-23,Newfoundland and Labrador,2016A000210,"Brown rice, 900 grams ",Dollars,81,units,0,v1458869939,1.93,5.5,,,,2
Jan-23,Newfoundland and Labrador,2016A000210,"White rice, 2 kilograms",Dollars,81,units,0,v1458869970,1.94,10.94,,,,2
Feb-23,Newfoundland and Labrador,2016A000210,"White rice, 2 kilograms",Dollars,81,units,0,v1458869970,1.94,11.54,,,,2
Mar-23,Newfoundland and Labrador,2016A000210,"White rice, 2 kilograms",Dollars,81,units,0,v1458869970,1.94,11.5,,,,2
Apr-23,Newfoundland and Labrador,2016A000210,"White rice, 2 kilograms",Dollars,81,units,0,v1458869970,1.94,11.61,,,,2
May-23,Newfoundland and Labrador,2016A000210,"White rice, 2 kilograms",Dollars,81,units,0,v1458869970,1.94,11.2,,,,2
Jun-23,Newfoundland and Labrador,2016A000210,"White rice, 2 kilograms",Dollars,81,units,0,v1458869970,1.94,11.06,,,,2
Jul-23,Newfoundland and Labrador,2016A000210,"White rice, 2 kilograms",Dollars,81,units,0,v1458869970,1.94,11.35,,,,2
Aug-23,Newfoundland and Labrador,2016A000210,"White rice, 2 kilograms",Dollars,81,units,0,v1458869970,1.94,11.25,,,,2
Sep-23,Newfoundland and Labrador,2016A000210,"White rice, 2 kilograms",Dollars,81,units,0,v1458869970,1.94,11.24,,,,2
Jan-23,Newfoundland and Labrador,2016A000210,"Cereal, 400 grams",Dollars,81,units,0,v1353834364,1.58,4.29,,,,2
Feb-23,Newfoundland and Labrador,2016A000210,"Cereal, 400 grams",Dollars,81,units,0,v1353834364,1.58,4.4,,,,2
Mar-23,Newfoundland and Labrador,2016A000210,"Cereal, 400 grams",Dollars,81,units,0,v1353834364,1.58,4.41,,,,2
Apr-23,Newfoundland and Labrador,2016A000210,"Cereal, 400 grams",Dollars,81,units,0,v1353834364,1.58,4.45,,,,2
May-23,Newfoundland and Labrador,2016A000210,"Cereal, 400 grams",Dollars,81,units,0,v1353834364,1.58,4.46,,,,2
Jun-23,Newfoundland and Labrador,2016A000210,"Cereal, 400 grams",Dollars,81,units,0,v1353834364,1.58,4.48,,,,2
Jul-23,Newfoundland and Labrador,2016A000210,"Cereal, 400 grams",Dollars,81,units,0,v1353834364,1.58,4.58,,,,2
Aug-23,Newfoundland and Labrador,2016A000210,"Cereal, 400 grams",Dollars,81,units,0,v1353834364,1.58,4.4,,,,2
Sep-23,Newfoundland and Labrador,2016A000210,"Cereal, 400 grams",Dollars,81,units,0,v1353834364,1.58,4.42,,,,2
Jan-23,Newfoundland and Labrador,2016A000210,"Wheat flour, 2.5 kilograms",Dollars,81,units,0,v1353834365,1.59,5.47,,,,2
Feb-23,Newfoundland and Labrador,2016A000210,"Wheat flour, 2.5 kilograms",Dollars,81,units,0,v1353834365,1.59,5.15,,,,2
Mar-23,Newfoundland and Labrador,2016A000210,"Wheat flour, 2.5 kilograms",Dollars,81,units,0,v1353834365,1.59,5.75,,,,2
Apr-23,Newfoundland and Labrador,2016A000210,"Wheat flour, 2.5 kilograms",Dollars,81,units,0,v1353834365,1.59,5.21,,,,2
May-23,Newfoundland and Labrador,2016A000210,"Wheat flour, 2.5 kilograms",Dollars,81,units,0,v1353834365,1.59,5.66,,,,2
Jun-23,Newfoundland and Labrador,2016A000210,"Wheat flour, 2.5 kilograms",Dollars,81,units,0,v1353834365,1.59,4.8,,,,2
Jul-23,Newfoundland and Labrador,2016A000210,"Wheat flour, 2.5 kilograms",Dollars,81,units,0,v1353834365,1.59,6.02,,,,2
Aug-23,Newfoundland and Labrador,2016A000210,"Wheat flour, 2.5 kilograms",Dollars,81,units,0,v1353834365,1.59,5.4,,,,2
Sep-23,Newfoundland and Labrador,2016A000210,"Wheat flour, 2.5 kilograms",Dollars,81,units,0,v1353834365,1.59,5.37,,,,2
Jan-23,Newfoundland and Labrador,2016A000210,"White sugar, 2 kilograms",Dollars,81,units,0,v1353834366,1.6,2.48,,,,2
Feb-23,Newfoundland and Labrador,2016A000210,"White sugar, 2 kilograms",Dollars,81,units,0,v1353834366,1.6,2.63,,,,2
Mar-23,Newfoundland and Labrador,2016A000210,"White sugar, 2 kilograms",Dollars,81,units,0,v1353834366,1.6,2.27,,,,2
Apr-23,Newfoundland and Labrador,2016A000210,"White sugar, 2 kilograms",Dollars,81,units,0,v1353834366,1.6,2.31,,,,2
May-23,Newfoundland and Labrador,2016A000210,"White sugar, 2 kilograms",Dollars,81,units,0,v1353834366,1.6,2.54,,,,2
Jun-23,Newfoundland and Labrador,2016A000210,"White sugar, 2 kilograms",Dollars,81,units,0,v1353834366,1.6,2.62,,,,2
Jul-23,Newfoundland and Labrador,2016A000210,"White sugar, 2 kilograms",Dollars,81,units,0,v1353834366,1.6,2.68,,,,2
Aug-23,Newfoundland and Labrador,2016A000210,"White sugar, 2 kilograms",Dollars,81,units,0,v1353834366,1.6,3.09,,,,2
Sep-23,Newfoundland and Labrador,2016A000210,"White sugar, 2 kilograms",Dollars,81,units,0,v1353834366,1.6,2.4,,,,2
Jan-23,Newfoundland and Labrador,2016A000210,"Apple juice, 2 litres",Dollars,81,units,0,v1353834367,1.61,3.49,,,,2
Feb-23,Newfoundland and Labrador,2016A000210,"Apple juice, 2 litres",Dollars,81,units,0,v1353834367,1.61,3.49,,,,2
Mar-23,Newfoundland and Labrador,2016A000210,"Apple juice, 2 litres",Dollars,81,units,0,v1353834367,1.61,3.91,,,,2
Apr-23,Newfoundland and Labrador,2016A000210,"Apple juice, 2 litres",Dollars,81,units,0,v1353834367,1.61,3.76,,,,2
May-23,Newfoundland and Labrador,2016A000210,"Apple juice, 2 litres",Dollars,81,units,0,v1353834367,1.61,4.02,,,,2
Jun-23,Newfoundland and Labrador,2016A000210,"Apple juice, 2 litres",Dollars,81,units,0,v1353834367,1.61,4.02,,,,2
Jul-23,Newfoundland and Labrador,2016A000210,"Apple juice, 2 litres",Dollars,81,units,0,v1353834367,1.61,3.95,,,,2
Aug-23,Newfoundland and Labrador,2016A000210,"Apple juice, 2 litres",Dollars,81,units,0,v1353834367,1.61,3.86,,,,2
Sep-23,Newfoundland and Labrador,2016A000210,"Apple juice, 2 litres",Dollars,81,units,0,v1353834367,1.61,4.03,,,,2
Jan-23,Newfoundland and Labrador,2016A000210,"Orange juice, 2 litres",Dollars,81,units,0,v1353834368,1.62,4.45,,,,2
Feb-23,Newfoundland and Labrador,2016A000210,"Orange juice, 2 litres",Dollars,81,units,0,v1353834368,1.62,4.39,,,,2
Mar-23,Newfoundland and Labrador,2016A000210,"Orange juice, 2 litres",Dollars,81,units,0,v1353834368,1.62,4.88,,,,2
Apr-23,Newfoundland and Labrador,2016A000210,"Orange juice, 2 litres",Dollars,81,units,0,v1353834368,1.62,4.53,,,,2
May-23,Newfoundland and Labrador,2016A000210,"Orange juice, 2 litres",Dollars,81,units,0,v1353834368,1.62,4.97,,,,2
Jun-23,Newfoundland and Labrador,2016A000210,"Orange juice, 2 litres",Dollars,81,units,0,v1353834368,1.62,4.86,,,,2
Jul-23,Newfoundland and Labrador,2016A000210,"Orange juice, 2 litres",Dollars,81,units,0,v1353834368,1.62,5.02,,,,2
Aug-23,Newfoundland and Labrador,2016A000210,"Orange juice, 2 litres",Dollars,81,units,0,v1353834368,1.62,5.02,,,,2
Sep-23,Newfoundland and Labrador,2016A000210,"Orange juice, 2 litres",Dollars,81,units,0,v1353834368,1.62,4.95,,,,2
Jan-23,Newfoundland and Labrador,2016A000210,"Roasted or ground coffee, 340 grams",Dollars,81,units,0,v1353834369,1.63,7.24,,,,2
Feb-23,Newfoundland and Labrador,2016A000210,"Roasted or ground coffee, 340 grams",Dollars,81,units,0,v1353834369,1.63,7.41,,,,2
Mar-23,Newfoundland and Labrador,2016A000210,"Roasted or ground coffee, 340 grams",Dollars,81,units,0,v1353834369,1.63,7.12,,,,2
Apr-23,Newfoundland and Labrador,2016A000210,"Roasted or ground coffee, 340 grams",Dollars,81,units,0,v1353834369,1.63,7.2,,,,2
May-23,Newfoundland and Labrador,2016A000210,"Roasted or ground coffee, 340 grams",Dollars,81,units,0,v1353834369,1.63,7.53,,,,2
Jun-23,Newfoundland and Labrador,2016A000210,"Roasted or ground coffee, 340 grams",Dollars,81,units,0,v1353834369,1.63,7.78,,,,2
Jul-23,Newfoundland and Labrador,2016A000210,"Roasted or ground coffee, 340 grams",Dollars,81,units,0,v1353834369,1.63,8.05,,,,2
Aug-23,Newfoundland and Labrador,2016A000210,"Roasted or ground coffee, 340 grams",Dollars,81,units,0,v1353834369,1.63,7.66,,,,2
Sep-23,Newfoundland and Labrador,2016A000210,"Roasted or ground coffee, 340 grams",Dollars,81,units,0,v1353834369,1.63,7.3,,,,2
Jan-23,Newfoundland and Labrador,2016A000210,Tea (20 bags),Dollars,81,units,0,v1353834370,1.64,4.54,,,,2
Feb-23,Newfoundland and Labrador,2016A000210,Tea (20 bags),Dollars,81,units,0,v1353834370,1.64,4.5,,,,2
Mar-23,Newfoundland and Labrador,2016A000210,Tea (20 bags),Dollars,81,units,0,v1353834370,1.64,4.4,,,,2
Apr-23,Newfoundland and Labrador,2016A000210,Tea (20 bags),Dollars,81,units,0,v1353834370,1.64,4.6,,,,2
May-23,Newfoundland and Labrador,2016A000210,Tea (20 bags),Dollars,81,units,0,v1353834370,1.64,4.71,,,,2
Jun-23,Newfoundland and Labrador,2016A000210,Tea (20 bags),Dollars,81,units,0,v1353834370,1.64,4.61,,,,2
Jul-23,Newfoundland and Labrador,2016A000210,Tea (20 bags),Dollars,81,units,0,v1353834370,1.64,4.9,,,,2
Aug-23,Newfoundland and Labrador,2016A000210,Tea (20 bags),Dollars,81,units,0,v1353834370,1.64,4.8,,,,2
Sep-23,Newfoundland and Labrador,2016A000210,Tea (20 bags),Dollars,81,units,0,v1353834370,1.64,4.73,,,,2
Jan-23,Newfoundland and Labrador,2016A000210,"Ketchup, 1 litre",Dollars,81,units,0,v1353834371,1.65,4.37,,,,2
Feb-23,Newfoundland and Labrador,2016A000210,"Ketchup, 1 litre",Dollars,81,units,0,v1353834371,1.65,4.45,,,,2
Mar-23,Newfoundland and Labrador,2016A000210,"Ketchup, 1 litre",Dollars,81,units,0,v1353834371,1.65,4.69,,,,2
Apr-23,Newfoundland and Labrador,2016A000210,"Ketchup, 1 litre",Dollars,81,units,0,v1353834371,1.65,4.61,,,,2
May-23,Newfoundland and Labrador,2016A000210,"Ketchup, 1 litre",Dollars,81,units,0,v1353834371,1.65,4.64,,,,2
Jun-23,Newfoundland and Labrador,2016A000210,"Ketchup, 1 litre",Dollars,81,units,0,v1353834371,1.65,4.89,,,,2
Jul-23,Newfoundland and Labrador,2016A000210,"Ketchup, 1 litre",Dollars,81,units,0,v1353834371,1.65,4.14,,,,2
Aug-23,Newfoundland and Labrador,2016A000210,"Ketchup, 1 litre",Dollars,81,units,0,v1353834371,1.65,4.76,,,,2
Sep-23,Newfoundland and Labrador,2016A000210,"Ketchup, 1 litre",Dollars,81,units,0,v1353834371,1.65,4.7,,,,2
Jan-23,Newfoundland and Labrador,2016A000210,"Vegetable oil, 3 litres",Dollars,81,units,0,v1353834372,1.66,12.44,,,,2
Feb-23,Newfoundland and Labrador,2016A000210,"Vegetable oil, 3 litres",Dollars,81,units,0,v1353834372,1.66,11.33,,,,2
Mar-23,Newfoundland and Labrador,2016A000210,"Vegetable oil, 3 litres",Dollars,81,units,0,v1353834372,1.66,13,,,,2
Apr-23,Newfoundland and Labrador,2016A000210,"Vegetable oil, 3 litres",Dollars,81,units,0,v1353834372,1.66,12.09,,,,2
May-23,Newfoundland and Labrador,2016A000210,"Vegetable oil, 3 litres",Dollars,81,units,0,v1353834372,1.66,13.4,,,,2
Jun-23,Newfoundland and Labrador,2016A000210,"Vegetable oil, 3 litres",Dollars,81,units,0,v1353834372,1.66,13.96,,,,2
Jul-23,Newfoundland and Labrador,2016A000210,"Vegetable oil, 3 litres",Dollars,81,units,0,v1353834372,1.66,12.04,,,,2
Aug-23,Newfoundland and Labrador,2016A000210,"Vegetable oil, 3 litres",Dollars,81,units,0,v1353834372,1.66,12.94,,,,2
Sep-23,Newfoundland and Labrador,2016A000210,"Vegetable oil, 3 litres",Dollars,81,units,0,v1353834372,1.66,11.66,,,,2
Jan-23,Newfoundland and Labrador,2016A000210,"Canola oil, 3 litres",Dollars,81,units,0,v1458869943,1.95,15.47,,,,2
Feb-23,Newfoundland and Labrador,2016A000210,"Canola oil, 3 litres",Dollars,81,units,0,v1458869943,1.95,17.24,,,,2
Mar-23,Newfoundland and Labrador,2016A000210,"Canola oil, 3 litres",Dollars,81,units,0,v1458869943,1.95,16.67,,,,2
Apr-23,Newfoundland and Labrador,2016A000210,"Canola oil, 3 litres",Dollars,81,units,0,v1458869943,1.95,16.65,,,,2
May-23,Newfoundland and Labrador,2016A000210,"Canola oil, 3 litres",Dollars,81,units,0,v1458869943,1.95,17.31,,,,2
Jun-23,Newfoundland and Labrador,2016A000210,"Canola oil, 3 litres",Dollars,81,units,0,v1458869943,1.95,17.5,,,,2
Jul-23,Newfoundland and Labrador,2016A000210,"Canola oil, 3 litres",Dollars,81,units,0,v1458869943,1.95,16.25,,,,2
Aug-23,Newfoundland and Labrador,2016A000210,"Canola oil, 3 litres",Dollars,81,units,0,v1458869943,1.95,14.82,,,,2
Sep-23,Newfoundland and Labrador,2016A000210,"Canola oil, 3 litres",Dollars,81,units,0,v1458869943,1.95,14.98,,,,2
Jan-23,Newfoundland and Labrador,2016A000210,"Olive oil, 1 litre",Dollars,81,units,0,v1458869957,1.96,10.03,,,,2
Feb-23,Newfoundland and Labrador,2016A000210,"Olive oil, 1 litre",Dollars,81,units,0,v1458869957,1.96,9.45,,,,2
Mar-23,Newfoundland and Labrador,2016A000210,"Olive oil, 1 litre",Dollars,81,units,0,v1458869957,1.96,11.14,,,,2
Apr-23,Newfoundland and Labrador,2016A000210,"Olive oil, 1 litre",Dollars,81,units,0,v1458869957,1.96,11.92,,,,2
May-23,Newfoundland and Labrador,2016A000210,"Olive oil, 1 litre",Dollars,81,units,0,v1458869957,1.96,12.45,,,,2
Jun-23,Newfoundland and Labrador,2016A000210,"Olive oil, 1 litre",Dollars,81,units,0,v1458869957,1.96,12.84,,,,2
Jul-23,Newfoundland and Labrador,2016A000210,"Olive oil, 1 litre",Dollars,81,units,0,v1458869957,1.96,12.2,,,,2
Aug-23,Newfoundland and Labrador,2016A000210,"Olive oil, 1 litre",Dollars,81,units,0,v1458869957,1.96,14.74,,,,2
Sep-23,Newfoundland and Labrador,2016A000210,"Olive oil, 1 litre",Dollars,81,units,0,v1458869957,1.96,13.9,,,,2
Jan-23,Newfoundland and Labrador,2016A000210,"Baby food, 128 millilitres",Dollars,81,units,0,v1353834373,1.67,1.79,,,,2
Feb-23,Newfoundland and Labrador,2016A000210,"Baby food, 128 millilitres",Dollars,81,units,0,v1353834373,1.67,1.79,,,,2
Mar-23,Newfoundland and Labrador,2016A000210,"Baby food, 128 millilitres",Dollars,81,units,0,v1353834373,1.67,1.83,,,,2
